,Date,Team,Acquired,Relinquished,Notes
4,2010-06-21,49ers,,• Brandon Long,waived
5,2010-06-21,49ers,,• Keith Smith (b. 1980-03-20),released
6,2010-06-22,49ers,,• Brandon Long,released
7,2010-07-09,49ers,• Nate Byham,,signed sixth round pick to a 4-year contract
8,2010-07-26,49ers,,• Jared Perry,waived
9,2010-07-30,49ers,• Anthony Davis (Nathaniel),,signed first round pick to a 5-year contract
10,2010-07-30,49ers,• Mike Iupati,,signed first round pick to a 5-year contract
11,2010-07-30,49ers,• NaVorro Bowman,,signed third round pick to a 4-year contract
12,2010-07-30,49ers,• Taylor Mays,,signed second round pick to a 4-year contract
13,2010-08-08,49ers,• Kevin Jurovich,,signed free agent to a 2-year contract
14,2010-08-09,49ers,,• LeRoy Vann,waived
15,2010-08-10,49ers,,• LeRoy Vann,released
16,2010-08-10,49ers,,• Martail Burnett,waived-injured
17,2010-08-10,49ers,• Brandon Long,,signed free agent
18,2010-08-10,49ers,• Bruce Davis (Edward II),,signed free agent
19,2010-08-11,49ers,,• Martail Burnett,placed on IR with right knee injury
20,2010-08-12,49ers,,• Scott Long,waived
21,2010-08-12,49ers,,• Scott McKillop,waived-injured
22,2010-08-12,49ers,• Bobby Guillory,,signed undrafted free agent to a 2-year contract
23,2010-08-13,49ers,,• Glen Coffee,retired
24,2010-08-13,49ers,,• Martail Burnett,waived (injury settlement)
25,2010-08-13,49ers,,• Scott McKillop,placed on IR with torn ACL in left knee
1,2010-08-13,49ers,• Will Tukuafu,,signed free agent to a 2-year contract
2,2010-08-16,49ers,,• Glen Coffee,placed on reserve/retired list
3,2010-08-16,49ers,,• Martail Burnett,released
4,2010-08-16,49ers,• 2011 sixth round pick (#190-Colin Jones),• Kentwan Balmer,trade with Seahawks
5,2010-08-17,49ers,• Brian Westbrook,,signed free agent to a 1-year contract
6,2010-08-18,49ers,,• Brandon Jones (Cornell),released
7,2010-08-18,49ers,,• Chris Patrick,waived-injured
8,2010-08-19,49ers,,• Chris Patrick,placed on IR with shoulder injury
9,2010-08-20,49ers,,• Martail Burnett,released
10,2010-08-28,49ers,• Aubrayo Franklin,,re-signed franchise player to a 1-year contract
11,2010-08-30,49ers,,• Bakari Grant,waived
12,2010-08-30,49ers,,• Brandon Long,waived-injured
13,2010-08-30,49ers,,• Patrick Stoudamire,waived
14,2010-08-31,49ers,,• Bakari Grant,released
15,2010-08-31,49ers,,• Brandon Long,placed on IR
16,2010-08-31,49ers,,• Patrick Stoudamire,released
17,2010-09-03,49ers,,• Bobby Guillory,waived
18,2010-09-03,49ers,,• Brandon Long,waived (injury settlement)
19,2010-09-03,49ers,,• Brian De La Puente,waived
20,2010-09-03,49ers,,• Jarrett Brown,waived
21,2010-09-03,49ers,,• Matt Kopa,waived
22,2010-09-03,49ers,,• Matt Wilhelm,waived
23,2010-09-04,49ers,,• Brit Miller,waived
24,2010-09-04,49ers,,• Bruce Davis (Edward II),waived
25,2010-09-04,49ers,,• Chris Maragos,waived
1,2010-09-04,49ers,,• Chris Patrick,placed on IR
2,2010-09-04,49ers,,• Cody Wallace,waived
3,2010-09-04,49ers,,• Derek Walker,waived
4,2010-09-04,49ers,,• Jason Hill (b. 1985-02-20),waived
5,2010-09-04,49ers,,• Jehuu Caulcrick,waived
6,2010-09-04,49ers,,• Joe Jon Finley / J.J. Finley,waived
7,2010-09-04,49ers,,• Karl Paymah,released
8,2010-09-04,49ers,,• Keaton Kristick,waived
9,2010-09-04,49ers,,• Kevin Jurovich,waived
10,2010-09-04,49ers,,• Khalif Mitchell,waived
11,2010-09-04,49ers,,• Matt Wilhelm,placed on IR
12,2010-09-04,49ers,,• Michael Robinson,released
13,2010-09-04,49ers,,• Mike Balogun,waived
14,2010-09-04,49ers,,• Scott McKillop,placed on IR
15,2010-09-04,49ers,,• Shane Andrus,waived
16,2010-09-04,49ers,,• Tony Curtis (b. 1983-02-11),released
17,2010-09-04,49ers,,• Will Tukuafu,waived
18,2010-09-05,49ers,,• Bobby Guillory,released
19,2010-09-05,49ers,,• Brandon Long,released
20,2010-09-05,49ers,,• Brian De La Puente,released
21,2010-09-05,49ers,,• Brit Miller,released
22,2010-09-05,49ers,,• Bruce Davis (Edward II),released
23,2010-09-05,49ers,,• Chris Maragos,released
24,2010-09-05,49ers,,• Cody Wallace,released
25,2010-09-05,49ers,,• Derek Walker,released
1,2010-09-05,49ers,,• Jarrett Brown,released
2,2010-09-05,49ers,,• Jason Hill (b. 1985-02-20),released
3,2010-09-05,49ers,,• Jehuu Caulcrick,released
4,2010-09-05,49ers,,• Joe Jon Finley / J.J. Finley,released
5,2010-09-05,49ers,,• Keaton Kristick,released
6,2010-09-05,49ers,,• Kevin Jurovich,released
7,2010-09-05,49ers,,• Khalif Mitchell,released
8,2010-09-05,49ers,,• Matt Kopa,released
9,2010-09-05,49ers,,• Mike Balogun,released
10,2010-09-05,49ers,,• Shane Andrus,released
11,2010-09-05,49ers,,• Will Tukuafu,released
12,2010-09-06,49ers,• Bruce Davis (Edward II),,signed free agent to practice squad
13,2010-09-06,49ers,• Chris Maragos,,signed free agent to practice squad
14,2010-09-06,49ers,• Jarrett Brown,,signed free agent to practice squad
15,2010-09-06,49ers,• Jehuu Caulcrick,,signed free agent to practice squad
16,2010-09-06,49ers,• Keaton Kristick,,signed free agent to practice squad
17,2010-09-06,49ers,• Kevin Jurovich,,signed free agent to practice squad
18,2010-09-06,49ers,• Matt Kopa,,signed free agent to practice squad
19,2010-09-06,49ers,• Will Tukuafu,,signed free agent to practice squad
20,2010-09-07,49ers,,• Nate Davis (Charles),waived
21,2010-09-07,49ers,• Troy Smith (c),,signed free agent to a 1-year contract
22,2010-09-08,49ers,,• Jarrett Brown,waived from practice squad
23,2010-09-08,49ers,,• Nate Davis (Charles),released
24,2010-09-09,49ers,• Nate Davis (Charles),,signed free agent to practice squad
25,2010-09-11,49ers,• Vernon Davis,,re-signed to a 5-year contract extension through 2015
1,2010-09-12,49ers,,• Ahmad Brooks (Kadar),lacerated kidney (out)
2,2010-09-12,49ers,,• Eric Heitmann,fibula injury (out)
3,2010-09-14,49ers,,• Bruce Davis (Edward II),waived from practice squad
4,2010-09-14,49ers,,• Tramaine Brock,waived
5,2010-09-14,49ers,• Jason Hill (b. 1985-02-20),,signed free agent
6,2010-09-15,49ers,,• Tramaine Brock,released
7,2010-09-16,49ers,• Tramaine Brock,,signed free agent to practice squad
8,2010-09-20,49ers,,• Diyral Briggs,waived
9,2010-09-20,49ers,,• Eric Heitmann,fibula injury (out)
10,2010-09-20,49ers,• Tramaine Brock,,signed from practice squad to active roster
11,2010-09-21,49ers,,• Diyral Briggs,released
12,2010-09-22,49ers,• Bruce Davis (Edward II),,signed free agent to practice squad
13,2010-09-26,49ers,,• Eric Heitmann,fibula injury (out)
14,2010-09-27,49ers,,• Jimmy Raye,fired as offensive coordinator
15,2010-09-27,49ers,• Jason Michael,,promoted to quarterbacks coach
16,2010-09-27,49ers,• Mike Johnson,,promoted to offensive coordinator
17,2010-10-05,49ers,,• Michael Lewis (M.),released
18,2010-10-05,49ers,• Keaton Kristick,,signed from practice squad to active roster
19,2010-10-05,49ers,,• Bruce Davis (Edward II),waived from practice squad
20,2010-10-06,49ers,• Colin Cloherty,,signed free agent to practice squad
21,2010-10-06,49ers,• Eric Bakhtiari,,signed free agent to practice squad
22,2010-10-10,49ers,,• Delanie Walker,ankle injury (out)
23,2010-10-12,49ers,,• Jehuu Caulcrick,waived from practice squad
24,2010-10-12,49ers,,• Tramaine Brock,waived
25,2010-10-12,49ers,• Claude Spillman / C.J. Spillman,,claimed off waivers (from Chargers)
1,2010-10-13,49ers,,• Tramaine Brock,released
2,2010-10-13,49ers,• Jehuu Caulcrick,,signed free agent to practice squad
3,2010-10-14,49ers,,• Jehuu Caulcrick,waived from practice squad
4,2010-10-14,49ers,• Tramaine Brock,,signed free agent to practice squad
5,2010-10-17,49ers,,• Curtis Taylor,quadriceps injury (out)
6,2010-10-17,49ers,,• Delanie Walker,ankle injury (out)
7,2010-10-19,49ers,,• Curtis Taylor,placed on IR with quadriceps injury
8,2010-10-19,49ers,• Chris Maragos,,signed from practice squad to active roster
9,2010-10-20,49ers,• Jehuu Caulcrick,,signed free agent to practice squad
10,2010-10-22,49ers,,• Dashon Goldson,"fined $5,000 by NFL"
11,2010-10-24,49ers,,• Eric Heitmann,neck injury (out)
12,2010-10-26,49ers,,• Chris Maragos,waived
13,2010-10-26,49ers,• Tramaine Brock,,signed from practice squad to active roster
14,2010-10-27,49ers,,• Chris Maragos,released
15,2010-10-28,49ers,• Chris Maragos,,signed free agent to practice squad
16,2010-10-31,49ers,,• Alex Smith (D.),left shoulder injury (out)
17,2010-10-31,49ers,,• Eric Heitmann,neck injury (out)
18,2010-11-01,49ers,,• Eric Heitmann,placed on IR with neck injury
19,2010-11-01,49ers,• Thaddeus Gibson,,claimed off waivers (from Steelers)
20,2010-11-05,49ers,,• Ahmad Brooks (Kadar),"fined $10,000 by NFL"
21,2010-11-05,49ers,,• Manny Lawson,"fined $12,500 by NFL"
22,2010-11-08,49ers,,• Eric Bakhtiari,waived from practice squad
23,2010-11-08,49ers,,• Jehuu Caulcrick,waived from practice squad
24,2010-11-08,49ers,• DeShawn Wynn,,signed free agent to practice squad
25,2010-11-08,49ers,• Lance Long,,signed free agent to practice squad
1,2010-11-09,49ers,,• Matt Kopa,lost off practice squad (to Dolphins)
2,2010-11-10,49ers,• Xavier Fulton,,signed free agent to practice squad
3,2010-11-14,49ers,,• Alex Smith (D.),left shoulder injury (out)
4,2010-11-16,49ers,,• Jason Hill (b. 1985-02-20),waived
5,2010-11-17,49ers,• Shane Andrus,,signed free agent to a 1-year contract
6,2010-11-21,49ers,,• Joe Nedney,right knee injury (out)
7,2010-11-21,49ers,,• Joe Staley,fibula injury (out)
8,2010-11-29,49ers,,• Joe Staley,fibula injury (out)
9,2010-11-30,49ers,,• Dominique Zeigler,placed on IR with knee injury
10,2010-11-30,49ers,,• Frank Gore (Sr.),placed on IR with right hip injury
11,2010-11-30,49ers,,• Shane Andrus,waived
12,2010-11-30,49ers,,• Xavier Fulton,waived from practice squad
13,2010-11-30,49ers,• Chris Maragos,,signed from practice squad to active roster
14,2010-11-30,49ers,• DeShawn Wynn,,signed from practice squad to active roster
15,2010-12-01,49ers,,• Shane Andrus,released
16,2010-12-01,49ers,• Bakari Grant,,signed free agent to practice squad
17,2010-12-01,49ers,• Nick Howell,,signed free agent to practice squad
18,2010-12-01,49ers,• Xavier Omon,,signed free agent to practice squad
19,2010-12-04,49ers,• Jeff Reed,,signed free agent
20,2010-12-05,49ers,,• Joe Nedney,right knee injury (out)
21,2010-12-05,49ers,,• Joe Staley,fibula injury (out)
22,2010-12-12,49ers,,• Joe Nedney,right knee injury (out)
23,2010-12-12,49ers,,• Joe Staley,fibula injury (out)
24,2010-12-16,49ers,,• Joe Nedney,right knee injury (out)
25,2010-12-16,49ers,,• Joe Staley,fibula injury (out)
1,2010-12-18,49ers,,• Joe Nedney,placed on IR with right knee injury
2,2010-12-18,49ers,,• Travis LaBoy,placed on IR with knee injury
3,2010-12-18,49ers,• Colin Cloherty,,signed from practice squad to active roster
4,2010-12-18,49ers,• Will Tukuafu,,signed from practice squad to active roster
5,2010-12-21,49ers,• Dennis Landolt,,signed free agent to practice squad
6,2010-12-21,49ers,• Fabrizio Scaccia,,signed free agent to practice squad
7,2010-12-26,49ers,,• Joe Staley,fibula injury (out)
8,2010-12-26,49ers,,• Mike Singletary,fired as head coach
9,2010-12-26,49ers,,• Nate Byham,heel injury (out)
10,2010-12-26,49ers,• Jim Tomsula,,promoted to interim head coach
11,2010-12-27,49ers,,• DeShawn Wynn,waived
12,2010-12-28,49ers,,• DeShawn Wynn,released
13,2010-12-29,49ers,• Alex Joseph,,signed (from Panthers practice squad)
14,2011-01-02,49ers,,• Joe Staley,fibula injury (out)
15,2011-01-02,49ers,,• Keaton Kristick,concussion (out)
16,2011-01-02,49ers,,• Nate Byham,heel injury (out)
17,2011-01-02,49ers,,• Patrick Willis,hand injury (out)
18,2011-01-02,49ers,,• Phillip Adams,ankle injury (out)
19,2011-01-04,49ers,• Fabrizio Scaccia,,signed from practice squad to a future contract
20,2011-01-04,49ers,• Kevin Jurovich,,signed from practice squad to a future contract
21,2011-01-04,49ers,• Lance Long,,signed from practice squad to a future contract
22,2011-01-04,49ers,• Nick Howell,,signed from practice squad to a future contract
23,2011-01-04,49ers,• Trent Baalke,,promoted to general manager
24,2011-01-04,49ers,• Xavier Omon,,signed from practice squad to a future contract
25,2011-01-07,49ers,• Jim Harbaugh,,"hired as head coach, signed to a 5-year contract"
1,2011-01-11,49ers,,• Nate Davis (Charles),lost off practice squad (to Seahawks)
2,2011-01-12,49ers,,• Dennis Landolt,lost free agent (to Jets)
3,2011-01-14,49ers,• Greg Roman,,hired as offensive coordinator
4,2011-01-14,49ers,• Tim Drevno,,hired as offensive line coach
5,2011-01-14,49ers,• Vic Fangio,,hired as defensive coordinator
6,2011-01-19,49ers,• Ed Donatell,,hired as secondary coach
7,2011-01-19,49ers,• George Chryst / Geep Chryst,,hired as quarterbacks coach
8,2011-01-19,49ers,• Jim Leavitt,,hired as linebackers coach
9,2011-01-21,49ers,• Ejiro Evero,,hired as quality control coach
10,2011-01-25,49ers,• Brad Seely,,hired as assistant head coach / special teams coordinator
11,2011-01-25,49ers,• Kevin Tolbert,,hired as assistant strength and conditioning coach
12,2011-01-28,49ers,• Bobby Engram,,hired as offensive assistant coach
13,2011-02-04,49ers,• Peter Hansen,,hired as defensive assistant/quality control coach
14,2011-02-04,49ers,• Reggie Davis (DeSean),,hired as tight ends coach
15,2011-02-17,49ers,• Greg Jackson (b),,hired as assistant secondary coach
16,2011-02-23,49ers,• Michael Christianson,,hired as coordinator of football information technology/offensive quality control coach
17,2011-03-02,49ers,• Dashon Goldson,,"team tendered contract, making player a restricted free agent"
18,2011-03-02,49ers,• Manny Lawson,,"team tendered contract, making player a restricted free agent"
19,2011-03-02,49ers,• Ray McDonald (Antoine),,"team tendered contract, making player a restricted free agent"
20,2011-04-28,49ers,• Aldon Smith,,2011 NFL draft first round pick (#7 overall)
21,2011-04-29,49ers,• 2011 second round pick (#36-Colin Kaepernick),• 2011 second round pick (#45-Rahim Moore (Sr.))  • 2011 fourth round pick (#108-Quinton Carter)  • 2011 fifth round pick (#141-David Williams / D.J. Williams),trade with Broncos
22,2011-04-29,49ers,• 2011 third round pick (#80-Chris Culliver)  • 2011 sixth round pick (#182-Ronald Johnson),• 2011 third round pick (#76-Will Rackley),trade with Jaguars
23,2011-04-29,49ers,• Colin Kaepernick,,2011 NFL draft second round pick (#36 overall)
24,2011-04-29,49ers,• Chris Culliver,,2011 NFL draft third round pick (#80 overall)
25,2011-04-30,49ers,• 2011 fifth round pick (#163-Daniel Kilgore),• 2011 sixth round pick (#174-Charles Clay (b. 1989-02-13))  • 2011 seventh round pick (#231-Frank Kearse),trade with Packers
1,2011-04-30,49ers,• Kendall Hunter,,2011 NFL draft fourth round pick (#115 overall)
2,2011-04-30,49ers,• Daniel Kilgore,,2011 NFL draft fifth round pick (#163 overall)
3,2011-04-30,49ers,• Colin Jones,,2011 NFL draft sixth round pick (#190 overall)
4,2011-04-30,49ers,• Ronald Johnson,,2011 NFL draft sixth round pick (#182 overall)
5,2011-04-30,49ers,• Bruce Miller (William),,2011 NFL draft seventh round pick (#211 overall)
6,2011-04-30,49ers,• Curtis Holcomb,,2011 NFL draft seventh round pick (#250 overall)
7,2011-04-30,49ers,• Mike Person,,2011 NFL draft seventh round pick (#239 overall)
8,2011-05-12,49ers,• Jeff Ferguson,,promoted to director of football operations & sports medicine
9,2011-06-01,49ers,• Michael Bracken,,hired as video operations manager
10,2011-07-25,49ers,,• Alex Smith (D.),player became an unrestricted free agent
11,2011-07-25,49ers,,• Aubrayo Franklin,player became an unrestricted free agent
12,2011-07-25,49ers,,• Barry Sims,player became an unrestricted free agent
13,2011-07-25,49ers,,• Brian Westbrook,player became an unrestricted free agent
14,2011-07-25,49ers,,• Chris Patrick,player became an unrestricted free agent
15,2011-07-25,49ers,,• Dashon Goldson,player became an unrestricted free agent
16,2011-07-25,49ers,,• David Baas,player became an unrestricted free agent
17,2011-07-25,49ers,,• Demetric Evans,player became an unrestricted free agent
18,2011-07-25,49ers,,• Jeff Reed,player became an unrestricted free agent
19,2011-07-25,49ers,,• Manny Lawson,player became an unrestricted free agent
20,2011-07-25,49ers,,• Ray McDonald (Antoine),player became an unrestricted free agent
21,2011-07-25,49ers,,• Takeo Spikes,player became an unrestricted free agent
22,2011-07-25,49ers,,• Tony Wragge,player became an unrestricted free agent
23,2011-07-25,49ers,,• Travis LaBoy,player became an unrestricted free agent
24,2011-07-25,49ers,,• Troy Smith (c),player became an unrestricted free agent
25,2011-07-25,49ers,,• William Peterson / Will Peterson / William James,player became an unrestricted free agent
1,2011-07-27,49ers,• Anthony West,,signed undrafted free agent
2,2011-07-27,49ers,• Brian Bulcke,,signed undrafted free agent
3,2011-07-27,49ers,• Bruce Miller (William),,signed seventh round pick to a 4-year contract
4,2011-07-27,49ers,• Chase Beeler,,signed undrafted free agent
5,2011-07-27,49ers,• Chris Hogan,,signed undrafted free agent
6,2011-07-27,49ers,• Daniel Kilgore,,signed fifth round pick to a 4-year contract
7,2011-07-27,49ers,• Derek Hall,,signed undrafted free agent
8,2011-07-27,49ers,• Donovan Edwards,,signed undrafted free agent
9,2011-07-27,49ers,• Dontavia Bogan,,signed undrafted free agent
10,2011-07-27,49ers,• Ian Williams (f),,signed undrafted free agent
11,2011-07-27,49ers,• Jeremiah Masoli,,signed undrafted free agent
12,2011-07-27,49ers,• Joe Hastings,,signed undrafted free agent
13,2011-07-27,49ers,• Kenny Rowe,,signed undrafted free agent
14,2011-07-27,49ers,• Kenny Wiggins,,signed undrafted free agent
15,2011-07-27,49ers,• Konrad Reuland,,signed undrafted free agent
16,2011-07-27,49ers,• Sealver Siliga,,signed undrafted free agent
17,2011-07-27,49ers,• Tyler Beiler,,signed undrafted free agent
18,2011-07-28,49ers,,• Colin Jones,signed sixth round pick to a 4-year contract
19,2011-07-28,49ers,• Aldon Smith,,signed first round pick to a 4-year contract through 2014 with a 1-year option for 2015
20,2011-07-28,49ers,• Chris Culliver,,signed third round pick to a 4-year contract
21,2011-07-28,49ers,• Colin Kaepernick,,signed second round pick to a 4-year contract
22,2011-07-28,49ers,• Cory Nelms,,signed undrafted free agent
23,2011-07-28,49ers,• Curtis Holcomb,,signed seventh round pick to a 4-year contract
24,2011-07-28,49ers,• Demarcus Dobbs,,signed undrafted free agent
25,2011-07-28,49ers,• Kendall Hunter,,signed fourth round pick to a 4-year contract
1,2011-07-28,49ers,• McLeod Bethel-Thompson,,signed undrafted free agent
2,2011-07-28,49ers,• Mike Person,,signed seventh round pick to a 4-year contract
3,2011-07-28,49ers,• Monte Simmons,,signed undrafted free agent
4,2011-07-28,49ers,• Ronald Johnson,,signed sixth round pick to a 4-year contract
5,2011-07-28,49ers,• Seth Smith,,signed undrafted free agent
6,2011-07-29,49ers,,• David Carr (Duke),released
7,2011-07-29,49ers,,• Eric Heitmann,released
8,2011-07-29,49ers,,• Joe Nedney,released
9,2011-07-29,49ers,,• Nate Clements,released
10,2011-07-30,49ers,• Alex Smith (D.),,re-signed unrestricted free agent to a 1-year contract
11,2011-07-30,49ers,• Claude Spillman / C.J. Spillman,,re-signed exclusive rights free agent
12,2011-07-30,49ers,• Jack Corcoran,,signed free agent to a 3-year contract
13,2011-07-30,49ers,• Ray McDonald (Antoine),,re-signed unrestricted free agent to a 5-year contract
14,2011-07-30,49ers,• Tony Wragge,,re-signed unrestricted free agent to a 1-year contract
15,2011-07-31,49ers,• David Akers,,signed unrestricted free agent to a 3-year contract
16,2011-08-01,49ers,• Antwan Applewhite,,signed unrestricted free agent to a 1-year contract
17,2011-08-01,49ers,• Larry Grant (a),,signed free agent to a 1-year contract
18,2011-08-03,49ers,• Blake Costanzo,,signed unrestricted free agent to a 1-year contract
19,2011-08-03,49ers,• Carlos Rogers,,signed unrestricted free agent to a 1-year contract
20,2011-08-03,49ers,• Madieu Williams,,signed unrestricted free agent to a 1-year contract
21,2011-08-03,49ers,• Phillip Davis (b),,signed undrafted free agent to a 3-year contract
22,2011-08-04,49ers,• Jonathan Goodwin,,signed unrestricted free agent to a 3-year contract
23,2011-08-05,49ers,,• Curtis Holcomb,waived-injured
24,2011-08-05,49ers,,• Dontavia Bogan,waived-injured
25,2011-08-05,49ers,• Braylon Edwards,,signed unrestricted free agent to a 1-year contract
1,2011-08-06,49ers,,• Curtis Holcomb,placed on IR with ruptured Achilles tendon
2,2011-08-06,49ers,,• Dontavia Bogan,placed on IR with torn ACL in right knee
3,2011-08-06,49ers,• Donte Whitner,,signed unrestricted free agent to a 3-year contract
4,2011-08-08,49ers,• Chris Blohm,,signed undrafted free agent to a 3-year contract
5,2011-08-09,49ers,• Dashon Goldson,,re-signed unrestricted free agent to a 1-year contract
6,2011-08-10,49ers,,• Chris Blohm,waived
7,2011-08-11,49ers,,• Scott McKillop,released
8,2011-08-15,49ers,,• Thaddeus Gibson,waived
9,2011-08-15,49ers,• Nate Lawrie,,signed free agent to a 1-year contract
10,2011-08-18,49ers,• Josh McCown,,signed unrestricted free agent to a 1-year contract
11,2011-08-22,49ers,,• Fabrizio Scaccia,waived
12,2011-08-22,49ers,,• Jeremiah Masoli,waived
13,2011-08-22,49ers,• Dominique Zeigler,,activated from physically unable to perform list
14,2011-08-22,49ers,• Sam Paulescu,,signed free agent
15,2011-08-23,49ers,,• Colin Cloherty,waived
16,2011-08-23,49ers,,• Fabrizio Scaccia,released
17,2011-08-23,49ers,,• Jeremiah Masoli,released
18,2011-08-23,49ers,• 2013 seventh round pick (#227-Garrett Gilkey),• Taylor Mays,trade with Bengals
19,2011-08-30,49ers,,• Donovan Edwards,waived
20,2011-08-30,49ers,,• Kevin Jurovich,waived
21,2011-08-30,49ers,,• Nick Howell,waived
22,2011-08-30,49ers,,• Sam Paulescu,waived
23,2011-08-30,49ers,,• Scott McKillop,waived
24,2011-08-30,49ers,,• Seth Smith,waived
25,2011-08-30,49ers,,• Tyler Beiler,waived
1,2011-08-30,49ers,• Michael Crabtree,,activated from physically unable to perform list
2,2011-08-31,49ers,,• Donovan Edwards,released
3,2011-08-31,49ers,,• Kevin Jurovich,released
4,2011-08-31,49ers,,• Nick Howell,released
5,2011-08-31,49ers,,• Sam Paulescu,released
6,2011-08-31,49ers,,• Scott McKillop,released
7,2011-08-31,49ers,,• Seth Smith,released
8,2011-08-31,49ers,,• Tyler Beiler,released
9,2011-08-31,49ers,• Frank Gore (Sr.),,re-signed to a 3-year contract extension through 2014
10,2011-09-03,49ers,,• Alex Joseph,waived
11,2011-09-03,49ers,,• Anthony West,waived
12,2011-09-03,49ers,,• Brian Bulcke,waived
13,2011-09-03,49ers,,• Chase Beeler,waived
14,2011-09-03,49ers,,• Chris Hogan,waived
15,2011-09-03,49ers,,• Chris Maragos,waived
16,2011-09-03,49ers,,• Cory Nelms,waived
17,2011-09-03,49ers,,• Curtis Taylor,waived
18,2011-09-03,49ers,,• Derek Hall,waived
19,2011-09-03,49ers,,• Dominique Zeigler,waived
20,2011-09-03,49ers,,• Jack Corcoran,waived
21,2011-09-03,49ers,,• Joe Hastings,waived
22,2011-09-03,49ers,,• Josh McCown,released
23,2011-09-03,49ers,,• Kenny Rowe,waived
24,2011-09-03,49ers,,• Konrad Reuland,waived
25,2011-09-03,49ers,,• Lance Long,waived
1,2011-09-03,49ers,,• McLeod Bethel-Thompson,waived
2,2011-09-03,49ers,,• Monte Simmons,waived
3,2011-09-03,49ers,,• Nate Byham,placed on IR with torn ACL in knee
4,2011-09-03,49ers,,• Nate Lawrie,released
5,2011-09-03,49ers,,• Phillip Adams,waived
6,2011-09-03,49ers,,• Phillip Davis (b),released
7,2011-09-03,49ers,,• Phillip Davis (b),waived
8,2011-09-03,49ers,,• Ronald Johnson,waived
9,2011-09-03,49ers,,• Sealver Siliga,waived
10,2011-09-03,49ers,,• Tony Wragge,released
11,2011-09-03,49ers,,• Xavier Omon,waived
12,2011-09-04,49ers,,• Alex Joseph,released
13,2011-09-04,49ers,,• Anthony West,released
14,2011-09-04,49ers,,• Brian Bulcke,released
15,2011-09-04,49ers,,• Chase Beeler,released
16,2011-09-04,49ers,,• Chris Hogan,released
17,2011-09-04,49ers,,• Chris Maragos,released
18,2011-09-04,49ers,,• Cory Nelms,released
19,2011-09-04,49ers,,• Curtis Taylor,released
20,2011-09-04,49ers,,• Derek Hall,released
21,2011-09-04,49ers,,• Dominique Zeigler,released
22,2011-09-04,49ers,,• Jack Corcoran,released
23,2011-09-04,49ers,,• Joe Hastings,released
24,2011-09-04,49ers,,• Keaton Kristick,waived
25,2011-09-04,49ers,,• Kenny Rowe,released
1,2011-09-04,49ers,,• Kenny Wiggins,released
2,2011-09-04,49ers,,• Konrad Reuland,released
3,2011-09-04,49ers,,• Lance Long,released
4,2011-09-04,49ers,,• McLeod Bethel-Thompson,released
5,2011-09-04,49ers,,• Monte Simmons,released
6,2011-09-04,49ers,,• Phillip Adams,released
7,2011-09-04,49ers,,• Ronald Johnson,released
8,2011-09-04,49ers,,• Sealver Siliga,released
9,2011-09-04,49ers,,• Xavier Omon,released
10,2011-09-04,49ers,• Scott Tolzien,,claimed off waivers (from Chargers)
11,2011-09-05,49ers,,• Keaton Kristick,placed on IR
12,2011-09-05,49ers,• Chase Beeler,,signed free agent to practice squad
13,2011-09-05,49ers,• Cory Nelms,,signed free agent to practice squad
14,2011-09-05,49ers,• Derek Hall,,signed free agent to practice squad
15,2011-09-05,49ers,• Joe Hastings,,signed free agent to practice squad
16,2011-09-05,49ers,• Konrad Reuland,,signed free agent to practice squad
17,2011-09-05,49ers,• Monte Simmons,,signed free agent to practice squad
18,2011-09-05,49ers,• Xavier Omon,,signed free agent to practice squad
19,2011-09-06,49ers,,• Antwan Applewhite,released
20,2011-09-06,49ers,,• Braylon Edwards,"fined $50,000 by NFL"
21,2011-09-06,49ers,• Tavares Gooden,,signed free agent to practice squad / signed free agent to a 1-year contract
22,2011-09-08,49ers,,• Keaton Kristick,waived (injury settlement)
23,2011-09-09,49ers,,• Keaton Kristick,released
24,2011-09-12,49ers,,• Xavier Omon,released from practice squad
25,2011-09-12,49ers,• Ian Johnson (Blake),,signed free agent to practice squad
1,2011-09-13,49ers,,• Colin Jones,waived
2,2011-09-13,49ers,• Justin Peelle,,signed free agent to a 1-year contract
3,2011-09-14,49ers,,• Colin Jones,released
4,2011-09-15,49ers,• Colin Jones,,signed free agent to practice squad
5,2011-09-22,49ers,,• Braylon Edwards,knee injury (out)
6,2011-09-22,49ers,,• Moran Norris,fibula injury (out)
7,2011-09-23,49ers,,• Moran Norris,fibula injury (out)
8,2011-09-29,49ers,,• Braylon Edwards,knee injury (out)
9,2011-09-29,49ers,,• Moran Norris,fibula injury (out)
10,2011-10-04,49ers,,• Will Tukuafu,placed on IR with undisclosed injury
11,2011-10-04,49ers,• Colin Jones,,signed from practice squad to active roster
12,2011-10-04,49ers,• John Matthews,,signed free agent to practice squad
13,2011-10-06,49ers,,• Braylon Edwards,knee injury (out)
14,2011-10-06,49ers,,• Moran Norris,fibula injury (out)
15,2011-10-06,49ers,,• Tramaine Brock,hand infection (out)
16,2011-10-12,49ers,,• Braylon Edwards,knee injury (out)
17,2011-10-12,49ers,,• Chase Beeler,released from practice squad
18,2011-10-12,49ers,,• Josh Morgan,placed on IR with fractured leg
19,2011-10-12,49ers,,• Moran Norris,fibula injury (out)
20,2011-10-12,49ers,,• Tramaine Brock,hand injury (out)
21,2011-10-12,49ers,• Brett Swain,,signed free agent to a 1-year contract
