,Date,Team,Acquired,Relinquished,Notes
24,1963-12-02,Lions,• Matt Snorton,,1964 NFL draft second round pick (#20 overall)
25,1963-12-02,Lions,• Gerry Philbin / Jerry Philbin,,1964 NFL draft third round pick (#33 overall)
1,1963-12-02,Lions,• Pat Batten,,1964 NFL draft third round pick (#30 overall)
2,1963-12-02,Lions,• Wally Hilgenberg,,1964 NFL draft fourth round pick (#48 overall)
3,1963-12-02,Lions,• Benny Nelson,,1964 NFL draft fifth round pick (#61 overall)
4,1963-12-02,Lions,• John Hilton,,1964 NFL draft sixth round pick (#76 overall)
5,1963-12-02,Lions,• Bill Parells,,1964 NFL draft seventh round pick (#89 overall)
6,1963-12-02,Lions,• Wayne Rasmussen,,1964 NFL draft ninth round pick (#117 overall)
7,1963-12-02,Lions,• Glenn Holton,,1964 NFL draft tenth round pick (#134 overall)
8,1963-12-02,Lions,• Larry Hand,,1964 NFL draft tenth round pick (#132 overall)
9,1963-12-02,Lions,• Don Hyne,,1964 NFL draft eleventh round pick (#145 overall)
10,1963-12-02,Lions,• Warren Wells,,1964 NFL draft twelfth round pick (#160 overall)
11,1963-12-02,Lions,• John Miller (b),,1964 NFL draft 13th round pick (#173 overall)
12,1963-12-02,Lions,• Dou Bickle,,1964 NFL draft 14th round pick (#188 overall)
13,1963-12-02,Lions,• Roger LaLonde,,1964 NFL draft 15th round pick (#201 overall)
14,1963-12-02,Lions,• Allan Robinson / Allen Robinson,,1964 NFL draft 16th round pick (#216 overall)
15,1963-12-02,Lions,• Joe Provenzano,,1964 NFL draft 17th round pick (#229 overall)
16,1963-12-02,Lions,• Willis Langley,,1964 NFL draft 18th round pick (#244 overall)
17,1963-12-02,Lions,• Bruce Zellmer,,1964 NFL draft 19th round pick (#257 overall)
18,1963-12-02,Lions,• Steve Barilla,,1964 NFL draft 20th round pick (#272 overall)
19,1963-12-04,Lions,• Ed Anderson,,general manager
20,1964-03-16,Lions,• Alex Karras,,reinstated from suspension
21,1964-04-10,Lions,• J.D. Smith,• Floyd Peters  • Ollie Matson,trade with Eagles
22,1964-07-01,Lions,,• Les Bingaman,assistant coach (date approximate)
23,1964-07-01,Lions,• cash,• Tom Hall (Francis),trade with Vikings (date approximate)
24,1964-07-01,Lions,• Ed Khayat / Eddie Khayat,,? (date approximate)
25,1964-07-24,Lions,• John Gonzaga,,re-signed to a 1-year contract
1,1964-07-31,Lions,• 1965 fourth round pick (#46-Tommy Myers),• Dan LaRose / Danny LaRose,trade with Steelers
2,1964-08-02,Lions,• 1964 draft pick (?-?),• Tom Hall (Francis)  • Bruce Zellmer,"trade with Vikings (ChicagoTrib, ToledoBlade)"
3,1964-08-02,Lions,• 1965 fifth round pick (#64-Ed Flanagan),• Tom Hall (Francis)  • Bruce Zellmer,trade with Vikings
4,1964-08-19,Lions,• draft pick (possibly 1965 #57-Tommy Vaughn),• Max Messner,trade with Giants
5,1964-08-25,Lions,,• Joe Provenzano,released
6,1964-09-04,Lions,• 1965 seventh round pick (#92-Gregg Kent / Greg Kent)  • 1966 sixth round pick (#87-Wayne De Sutter),• Mike Bundra  • Larry Vargo / Larry Varge,trade with Vikings
7,1964-09-07,Lions,• draft pick (not exercised),• Carl Brettschneider,trade with Steelers
8,1964-09-09,Lions,• Carl Brettschneider,• draft pick (not exercised),earlier trade with Steelers cancelled by Steelers because of Carl Brettschneider's bad knee
9,1964-10-05,Lions,• Terry Barr,,re-signed to a 1-year contract
10,1964-10-27,Lions,• Sonny Gibbs,• 1965 fourth round pick (#53-Bob Svihus)  • cash,trade with Cowboys
11,1964-11-09,Lions,,• Joe Schmidt (Paul),dislocated shoulder (out for season)
12,1964-11-28,Lions,• Tom Nowatzke,,1965 NFL draft first round pick (#11 overall)
13,1964-11-28,Lions,• Jerry Rush,,1965 NFL draft second round pick (#25 overall)
14,1964-11-28,Lions,• Fred Biletnikoff,,1965 NFL draft third round pick (#39 overall)
15,1964-11-28,Lions,• Tom Myers (a) / Tommy Myers (a),,1965 NFL draft fourth round pick (#46 overall)
16,1964-11-28,Lions,• Ed Flanagan,,1965 NFL draft fifth round pick (#64 overall)
17,1964-11-28,Lions,• John Flynn (a),,1965 NFL draft fifth round pick (#67 overall)
18,1964-11-28,Lions,• Tommy Vaughn,,1965 NFL draft fifth round pick (#57 overall)
19,1964-11-28,Lions,• Earl Hawkins,,1965 NFL draft sixth round pick (#81 overall)
20,1964-11-28,Lions,• Bob Kowalkowski,,1965 NFL draft seventh round pick (#95 overall)
21,1964-11-28,Lions,• Gregg Kent / Greg Kent,,1965 NFL draft seventh round pick (#92 overall)
22,1964-11-28,Lions,• Larry Harbin,,1965 NFL draft eighth round pick (#109 overall)
23,1964-11-28,Lions,• Bruce McLenna,,1965 NFL draft ninth round pick (#123 overall)
24,1964-11-28,Lions,• Frank Pennie,,1965 NFL draft tenth round pick (#137 overall)
25,1964-11-28,Lions,• Jim Kearney,,1965 NFL draft eleventh round pick (#151 overall)
1,1964-11-28,Lions,• Jim Moore (a),,1965 NFL draft twelfth round pick (#165 overall)
2,1964-11-28,Lions,• Jack Jacobson,,1965 NFL draft 13th round pick (#179 overall)
3,1964-11-28,Lions,• Larry Brown (a),,1965 NFL draft 14th round pick (#193 overall)
4,1964-11-28,Lions,• Wallace Dickey,,1965 NFL draft 15th round pick (#207 overall)
5,1964-11-28,Lions,• John Smith (b),,1965 NFL draft 16th round pick (#221 overall)
6,1964-11-28,Lions,• Sonny Odom,,1965 NFL draft 17th round pick (#235 overall)
7,1964-11-28,Lions,• Karl Sweetan,,1965 NFL draft 18th round pick (#249 overall)
8,1964-11-28,Lions,• Preston Love,,1965 NFL draft 19th round pick (#263 overall)
9,1964-11-28,Lions,• George Wilson Jr.,,1965 NFL draft 20th round pick (#277 overall)
10,1964-11-28,Lions,• Tom Nowatzke,,signed first round pick
11,1964-12-01,Lions,,• George Wilson (William),resigned as head coach (date approximate)
12,1965-01-03,Lions,• Avery Summer,,signed
13,1965-01-03,Lions,• Joe Don Looney  • 1966 fifth round pick (?-?),• Dennis Gaubatz / Denny Gaubatz,trade with Colts
14,1965-06-08,Lions,• 1966 tenth round pick (#148-Bruce Yates),• Gary Lowe,trade with Vikings
15,1965-07-01,Lions,• Jim Hill (b. 1928-07-22) / Jimmy Hill,,(date approximate)
16,1965-07-09,Lions,• John Henderson (William),• draft pick (possibly #89-Mel Tom),trade with Eagles
17,1965-07-23,Lions,• Ernie Clark,,re-signed to a 1-year contract
18,1965-08-03,Lions,• Ron Kramer,,signed free agent (from Packers)
19,1965-08-03,Lions,,• 1966 first round pick (#8-Jim Grabowski),sent to Packers as compensation for free agent Ron Kramer (date approximate)
20,1965-08-22,Lions,,• Gene Cronin,resigned as chief scout (date approximate)
21,1965-08-23,Lions,• draft pick (possibly 1966 #67-Bill Cody),• John Hilton  • Pat Batten,trade with Steelers
22,1965-08-29,Lions,• Mike Lucci  • Darrell Dess  • draft pick (probably 1966 #55-Doug Van Horn),• Earl Morrall,trade with Giants
23,1965-09-01,Lions,,• Roger LaLonde,waived (date approximate)
24,1965-09-06,Lions,,• John Flynn (a),waived
25,1965-09-06,Lions,,• Richard Compton / Dick Compton,waived
1,1965-09-06,Lions,,• Richard Lane / Dick Lane / Night Train Lane,waived
2,1965-09-08,Lions,• Roger Shoals / Rodger Shoals,• 1966 fifth round pick (#74-Randy Schultz),trade with Browns
3,1965-09-09,Lions,• Amos Marsh,• 1966 fifth round pick (#79-Walt Garrison),trade with Cowboys
4,1965-09-13,Lions,,• Gail Cogdill,fractured right kneecap (out indefinitely)
5,1965-09-14,Lions,• George Izo  • Ted Karras (George) (a),• Darrell Dess  • draft pick (?-?),trade with Redskins
6,1965-09-15,Lions,,• Earl Hawkins,waived
7,1965-09-15,Lions,,• John Smith (b),waived
8,1965-09-15,Lions,,• Monte Lee,waived
9,1965-11-04,Lions,• Bob Felts / Bobby Felts,,claimed off waivers (from Colts)
10,1965-11-27,Lions,• Nick Eddy,,1966 NFL draft second round pick (#24 overall) (future choice)
11,1965-11-27,Lions,• Bill Malinchak,,1966 NFL draft third round pick (#39 overall)
12,1965-11-27,Lions,• Doug Van Horne,,1966 NFL draft fourth round pick (#55 overall)
13,1965-11-27,Lions,• Willie Walker,,1966 NFL draft fourth round pick (#59 overall)
14,1965-11-27,Lions,• Bill Cody,,1966 NFL draft fifth round pick (#67 overall)
15,1965-11-27,Lions,• Wayne De Sutter,,1966 NFL draft sixth round pick (#87 overall)
16,1965-11-27,Lions,• Johnnie Robinson,,1966 NFL draft seventh round pick (#103 overall)
17,1965-11-27,Lions,• John Pincavage,,1966 NFL draft eighth round pick (#117 overall)
18,1965-11-27,Lions,• Dick Cunningham,,1966 NFL draft ninth round pick (#136 overall)
19,1965-11-27,Lions,• Bruce Yates,,1966 NFL draft tenth round pick (#148 overall)
20,1965-11-27,Lions,• Tom Brigham,,1966 NFL draft tenth round pick (#150 overall)
21,1965-11-27,Lions,• Jack O'Billovich,,1966 NFL draft eleventh round pick (#164 overall)
22,1965-11-27,Lions,• Randy Winkler,,1966 NFL draft twelfth round pick (#178 overall)
23,1965-11-27,Lions,• Bill Masselter,,1966 NFL draft 13th round pick (#192 overall)
24,1965-11-27,Lions,• Denis Moore,,1966 NFL draft 14th round pick (#211 overall)
25,1965-11-27,Lions,• Bill Sullivan (b),,1966 NFL draft 15th round pick (#225 overall)
1,1965-11-27,Lions,• Jerry Gendron,,1966 NFL draft 16th round pick (#239 overall)
2,1965-11-27,Lions,• Ralph Dunlap,,1966 NFL draft 17th round pick (#253 overall)
3,1965-11-27,Lions,• Bill Johnson (b),,1966 NFL draft 18th round pick (#267 overall)
4,1965-11-27,Lions,• Bob Baier,,1966 NFL draft 19th round pick (#286 overall)
5,1965-11-27,Lions,• Allen Smith (Tyrone),,1966 NFL draft 20th round pick (#300 overall)
6,1965-12-01,Lions,• Bobby Smith (Lee) / Bobby Lee Smith,,signed free agent (date approximate)
7,1966-01-25,Lions,,• Aldo Forte,resigned as offensive line coach
8,1966-02-08,Lions,,• Gail Cogdill,"suspended by team indefinitely for remarks made about head coach, team management, and teammates"
9,1966-02-08,Lions,• Edwin Anderson,,general manager
10,1966-02-08,Lions,• Harry Gilmer,,head coach (date approximate)
11,1966-02-16,Lions,,• Jim Simon,lost in 1966 NFL expansion draft (to Falcons)
12,1966-02-16,Lions,,• Robert Whitlow / Bob Whitlow,lost in 1966 NFL expansion draft (to Falcons)
13,1966-02-16,Lions,,• Sam Williams (F.),lost in 1966 NFL expansion draft (to Falcons)
14,1966-03-01,Lions,,• Joe Schmidt (Paul),retired (date approximate)
15,1966-04-01,Lions,• Joe Schmidt (Paul),,hired as assistant coach (date approximate)
16,1966-05-20,Lions,• Alex Karras,,re-signed to a 7-year contract
17,1966-06-23,Lions,• cash,• Earl Hawkins,trade with Colts
18,1966-07-01,Lions,• William Cottrell / Bill Cottrell,,signed free agent (date approximate)
19,1966-07-14,Lions,• Ed Flanagan,,signed
20,1966-07-14,Lions,• Jim Gibbons,,re-signed
21,1966-07-14,Lions,• Larry Hand,,re-signed
22,1966-07-20,Lions,• Joe Don Looney,,re-signed to a 1-year contract
23,1966-07-20,Lions,• John Gonzaga,,re-signed to a 1-year contract
24,1966-07-20,Lions,• Tom Watkins / Tommy Watkins,,re-signed to a 1-year contract
25,1966-07-26,Lions,• Darris McCord,,re-signed
1,1966-07-26,Lions,• Ron Kramer,,re-signed
2,1966-08-08,Lions,• John McGuire,• 1967 sixth round pick (?-?),trade with Colts
3,1966-08-10,Lions,• Jerry Mazzanti,• draft pick (possibly 1967 #114-Bob Van Pelt),trade with Eagles
4,1966-08-27,Lions,• Mike Alford,• draft pick (possibly 1967 #193-Mike Gold),trade with Cardinals
5,1966-08-30,Lions,,• Jack O'Billovich,waived-injured
6,1966-08-30,Lions,,• John Gonzaga,waived
7,1966-08-30,Lions,,• Ted Karras (George) (a),waived
8,1966-08-30,Lions,,• Tom Watkins / Tommy Watkins,waived-injured
9,1966-09-01,Lions,,• John McGuire,waived
10,1966-09-01,Lions,,• Tom Myers (a) / Tommy Myers (a),waived
11,1966-09-05,Lions,,• George Izo,waived
12,1966-09-05,Lions,,• Nick Pietrosante,waived
13,1966-10-01,Lions,,• Joe Don Looney,fined by team for 2 games salary for refusing to return to game (player claimed he was injured)
14,1966-10-02,Lions,• draft pick (possibly 1967 #144-John McCambridge),• Joe Don Looney,trade with Redskins
15,1966-10-12,Lions,• Garo Yepremian,,signed free agent
16,1966-10-15,Lions,,• Jim Todd,released
17,1966-11-11,Lions,• Jim Todd,,signed free agent
18,1966-12-11,Lions,• Nick Eddy,,signed second round pick
19,1967-01-06,Lions,,• Harry Gilmer,fired as head coach
20,1967-01-06,Lions,• Joe Schmidt (Paul),,"hired as head coach, signed to a 5-year, $40K/year contract"
21,1967-02-09,Lions,,• Bill Cody,lost in 1967 NFL expansion draft (to Saints)
22,1967-02-09,Lions,,• Bobby Smith (Lee) / Bobby Lee Smith,lost in 1967 NFL expansion draft (to Saints)
23,1967-02-09,Lions,,• Willie Walker,lost in 1967 NFL expansion draft (to Saints)
24,1967-03-09,Lions,• Charles Bradshaw / Charlie Bradshaw,• Bruce McLenna,trade with Saints
25,1967-03-14,Lions,• Mel Farr Sr.,,1967 NFL/AFL common draft first round pick (#7 overall)
1,1967-03-14,Lions,• Lem Barney,,1967 NFL/AFL common draft second round pick (#34 overall)
2,1967-03-14,Lions,• Paul Naumoff,,1967 NFL/AFL common draft third round pick (#60 overall)
3,1967-03-14,Lions,• Lew Kamanu / Lew Kamany,,1967 NFL/AFL common draft fourth round pick (#88 overall)
4,1967-03-15,Lions,• John McCambridge,,1967 NFL/AFL common draft sixth round pick (#144 overall)
5,1967-03-15,Lions,• Tim Jones (a),,1967 NFL/AFL common draft sixth round pick (#141 overall)
6,1967-03-15,Lions,• Ted Tuinstra,,1967 NFL/AFL common draft seventh round pick (#166 overall)
7,1967-03-15,Lions,• Mike Wegner / Mike Weger,,1967 NFL/AFL common draft ninth round pick (#218 overall)
8,1967-03-15,Lions,• Jerry Hayhoe,,1967 NFL/AFL common draft tenth round pick (#245 overall)
9,1967-03-15,Lions,• Ray Shirley,,1967 NFL/AFL common draft eleventh round pick (#270 overall)
10,1967-03-15,Lions,• Eric Watts (a),,1967 NFL/AFL common draft twelfth round pick (#297 overall)
11,1967-03-15,Lions,• Lamar Wright,,1967 NFL/AFL common draft 13th round pick (#322 overall)
12,1967-03-15,Lions,• Cleveland Robinson,,1967 NFL/AFL common draft 14th round pick (#349 overall)
13,1967-03-15,Lions,• Sam Burke,,1967 NFL/AFL common draft 15th round pick (#374 overall)
14,1967-03-15,Lions,• Jerry Zawadzkas,,1967 NFL/AFL common draft 16th round pick (#401 overall)
15,1967-03-15,Lions,• Ken Ramsey,,1967 NFL/AFL common draft 17th round pick (#426 overall)
16,1967-04-04,Lions,• Ron Goovert,,signed free agent
17,1967-07-01,Lions,,• Nick Eddy,unknown injury (out for season) (date approximate)
18,1967-07-01,Lions,• Charles Walton / Chuck Walton / Dick Walton,,signed free agent (date approximate)
19,1967-07-01,Lions,• Frank Gallagher,,signed free agent (date approximate)
20,1967-07-01,Lions,• Mike Bass (T.),• cash,trade with Packers (date approximate)
21,1967-07-01,Lions,• Rockne Freitas / Rocky Freitas,• cash,trade with Steelers (date approximate)
22,1967-08-09,Lions,,• Gail Cogdill,fractured right forearm (out indefinitely)
23,1967-08-09,Lions,• Clarence Miles,,claimed off waivers (from Packers)
24,1967-08-14,Lions,• cash,• Jim Kearney,trade with Eagles
25,1967-08-16,Lions,,• Jack O'Billovich,waived
1,1967-08-23,Lions,,• Cleveland Robinson,waived
2,1967-08-23,Lions,,• James Gatzke,waived
3,1967-08-23,Lions,,• Tom Myers (a) / Tommy Myers (a),waived
4,1967-08-23,Lions,• Roger Pillath,• Jerry Mazzanti,trade with Steelers
5,1967-09-05,Lions,• Jim Mankins,,claimed off waivers (from Packers)
6,1967-09-06,Lions,,• Roger Pillath,waived
7,1967-09-06,Lions,,• Tim Jones (a),waived
8,1967-09-07,Lions,• 1968 first round pick (#24-Earl McCullouch)  • 1968 third round pick (#74-Charlie Sanders (Alvin))  • 1969 second round pick (#47-Jim Yarbrough),• Roger Brown (a),trade with Rams
9,1967-09-07,Lions,,• Doug Van Horne,waived
10,1967-09-11,Lions,,• Jim Mankins,waived
11,1967-09-11,Lions,,• Mike Alford,waived
12,1967-09-11,Lions,,• Pete Tatman,waived
13,1967-09-20,Lions,• Gail Cogdill,,activated
14,1967-10-04,Lions,• 1968 sixth round pick (?-?),• Jim Todd,trade with Colts
15,1967-11-07,Lions,,• Lew Kamanu / Lew Kamany,placed on IR
16,1967-11-07,Lions,• John McCambridge,,signed from taxi squad to active roster
17,1967-12-07,Lions,,• Pat Studstill,placed on IR with ankle injury and sore leg
18,1967-12-07,Lions,,• Ron Kramer,placed on IR with back injury and sore ribs
19,1967-12-07,Lions,• Jerry Zawadzkas,,signed from taxi squad to active roster
20,1967-12-07,Lions,• Mike Bass (T.),,added to roster
21,1968-01-28,Lions,• John Baker (Haywood),• Wally Hilgenberg,trade with Steelers
22,1968-01-30,Lions,• Dave Kopay,• 1968 third round pick (#65-Lance Olssen)  • 1969 fourth round pick (#86-Jim Sniadecki),trade with 49ers
23,1968-01-30,Lions,• Earl McCullouch,,1968 NFL/AFL common draft first round pick (#24 overall)
24,1968-01-30,Lions,• Greg Landry,,1968 NFL/AFL common draft first round pick (#11 overall)
25,1968-01-30,Lions,• Jerry DePoyster,,1968 NFL/AFL common draft second round pick (#37 overall)
1,1968-01-30,Lions,• Charlie Sanders (Alvin),,1968 NFL/AFL common draft third round pick (#74 overall)
2,1968-01-30,Lions,• Ed Mooney,,1968 NFL/AFL common draft fourth round pick (#93 overall)
3,1968-01-30,Lions,• Phil Odle,,1968 NFL/AFL common draft fifth round pick (#121 overall)
4,1968-01-31,Lions,• 1969 16th round pick (#407-John Stahl),• 1968 17th round pick (#445-Bill Hull (b)),trade with Vikings
5,1968-01-31,Lions,• Mike Spitzer,,1968 NFL/AFL common draft sixth round pick (#148 overall)
6,1968-01-31,Lions,• Terry Miller,,1968 NFL/AFL common draft eighth round pick (#202 overall)
7,1968-01-31,Lions,• Greg Barton,,1968 NFL/AFL common draft ninth round pick (#229 overall)
8,1968-01-31,Lions,• Granville Liggins,,1968 NFL/AFL common draft tenth round pick (#256 overall)
9,1968-01-31,Lions,• Dwight Little,,1968 NFL/AFL common draft eleventh round pick (#283 overall)
10,1968-01-31,Lions,• Ed Caruthers,,1968 NFL/AFL common draft twelfth round pick (#310 overall)
11,1968-01-31,Lions,• Chuck Bailey,,1968 NFL/AFL common draft 13th round pick (#337 overall)
12,1968-01-31,Lions,• Richie Davis,,1968 NFL/AFL common draft 14th round pick (#364 overall)
13,1968-01-31,Lions,• Jim Oliver,,1968 NFL/AFL common draft 15th round pick (#391 overall)
14,1968-01-31,Lions,• Bob Rokita,,1968 NFL/AFL common draft 16th round pick (#418 overall)
15,1968-03-09,Lions,• Mike Campbell (a),• cash,trade with Cardinals
16,1968-05-01,Lions,• Bill Munson  • 1969 third round pick (#73-Terry Brown),• Pat Studstill  • Tommy Watkins  • Milt Plum  • 1969 first round pick (#8-(William) Larry Smith),trade with Rams
17,1968-05-09,Lions,• Greg Barton,,"signed ninth round pick to a 2-year, $50K contract"
18,1968-06-25,Lions,• Joe Robb,• Ernie Clark,trade with Cardinals
19,1968-07-01,Lions,• Eugene Wren / Gene Wren,,signed (date approximate)
20,1968-07-01,Lions,• George Chatlor,,signed free agent (date approximate)
21,1968-07-01,Lions,• Seth Cartwright,,signed free agent (date approximate)
22,1968-07-20,Lions,• Charlie Sieminski / Chuck Sieminski,• draft pick (possibly 1969 #138-Wally Oyler OR #164-Ted Cottrell),trade with Falcons
23,1968-07-25,Lions,,• Ron Kramer,released
24,1968-07-29,Lions,,• Bill Munson,surgery to remove bone growth in right leg (out indefinitely)
25,1968-08-01,Lions,• Andy Bowling,• draft pick (possibly 1968 #137-Wally Oyler OR #164-Ted Cottrell),trade with Falcons
1,1968-08-13,Lions,"• Walter Roberts / Walt Roberts  • 1969 ""high"" draft pick (possibly 1969 #59-Larry Walton)",• Karl Sweetan,trade with Saints
2,1968-08-16,Lions,• Brendan McCarthy,• draft pick (conditional if McCarthy makes Lions roster) (not exercised),trade with Packers
3,1968-08-19,Lions,• draft pick (?-?),• Amos Marsh,trade with Falcons
4,1968-08-24,Lions,• Allen Tatman,,signed
5,1968-08-27,Lions,,• Dan Sartin / Don Sartin,cut
6,1968-08-27,Lions,,• John McCambridge,cut
7,1968-08-27,Lions,,• Mike Spitzer,cut
8,1968-08-27,Lions,,• Seth Cartwright,cut
9,1968-08-29,Lions,• draft pick (?-?),• John Henderson (William),trade with Vikings
10,1968-08-30,Lions,• Bill Swain  • Bill Triplett (Clarence),• Bruce Maher  • draft pick (possibly 1969 #60-Vernon Vanoy / Vern Vanoy)  • draft pick (possibly 1970 #97-Wesley Grant / Wes Grant),trade with Giants
11,1968-09-01,Lions,• cash,• Brendan McCarthy,trade with Falcons (may have been waiver claim)
12,1968-09-01,Lions,• James Welch / Jim Welch,• cash,trade with Colts (was probably a waiver claim)
13,1968-09-04,Lions,,• Dwight Little,cut
14,1968-09-04,Lions,,• Gregg Kent / Greg Kent,released
15,1968-09-04,Lions,,• Randy Winkler,released
16,1968-09-04,Lions,,• Ron Goovert,released
17,1968-09-04,Lions,,• Solomon Brannan,released
18,1968-09-04,Lions,• William Gambrill / Bill Gambrill / Bill Gambrell / Billy Gambrell,• 1969 third round pick (#73-Terry Brown),trade with Cardinals
19,1968-09-04,Lions,• Mike Campbell (a),,claimed off waivers (from Cardinals) (WindStar)
20,1968-09-10,Lions,• Bobby Williams (b. 1942-02-28),• cash,trade with Cardinals (was probably a waiver claim)
21,1968-10-31,Lions,,• Gail Cogdill,released
22,1969-01-28,Lions,• Altie Taylor,,1969 NFL/AFL common draft second round pick (#34 overall)
23,1969-01-28,Lions,• Jim Yarbrough,,1969 NFL/AFL common draft second round pick (#47 overall)
24,1969-01-28,Lions,• Larry Walton,,1969 NFL/AFL common draft third round pick (#59 overall)
25,1969-01-28,Lions,• Jim Carr (a) / Jimmy Carr,,1969 NFL/AFL common draft eighth round pick (#190 overall)
1,1969-01-28,Lions,• Rocky Rasley,,1969 NFL/AFL common draft ninth round pick (#216 overall)
2,1969-01-28,Lions,• Bob Bergum,,1969 NFL/AFL common draft tenth round pick (#242 overall)
3,1969-01-28,Lions,• Ron Walker,,1969 NFL/AFL common draft eleventh round pick (#268 overall)
4,1969-01-28,Lions,• Bob Hadlock,,1969 NFL/AFL common draft twelfth round pick (#294 overall)
5,1969-01-29,Lions,• Wilson Bowie,,1969 NFL/AFL common draft 13th round pick (#320 overall)
6,1969-01-29,Lions,• George Hoey,,1969 NFL/AFL common draft 14th round pick (#346 overall)
7,1969-01-29,Lions,• Fred Gough,,1969 NFL/AFL common draft 15th round pick (#372 overall)
8,1969-01-29,Lions,• John Stahl,,1969 NFL/AFL common draft 16th round pick (#407 overall)
9,1969-01-29,Lions,• Ken Spain,,1969 NFL/AFL common draft 16th round pick (#398 overall)
10,1969-01-29,Lions,• Gary Steele,,1969 NFL/AFL common draft 17th round pick (#424 overall)
11,1969-02-03,Lions,,• Mike Bass (T.),released
12,1969-02-28,Lions,• Bob Bergum,,signed
13,1969-02-28,Lions,• Jim Carr (a) / Jimmy Carr,,signed eighth round pick
14,1969-04-25,Lions,• Altie Taylor,,signed second round pick
15,1969-07-01,Lions,• Dave Daniels,,signed free agent (date approximate)
16,1969-07-01,Lions,• Gerald Seither / Jerry Seither,,signed (date approximate)
17,1969-07-01,Lions,• Henry Carr,,signed (date approximate)
18,1969-07-01,Lions,• Larry Watkins,,signed free agent (date approximate)
19,1969-07-01,Lions,• Roy Winston,,signed free agent (date approximate)
20,1969-07-10,Lions,• undisclosed draft pick (not exercised?),• Mike Alford,trade with Falcons
21,1969-07-23,Lions,,• Charles Bradshaw / Charlie Bradshaw,retired
22,1969-07-25,Lions,• Larry Hand,,re-signed
23,1969-07-28,Lions,• Jim Boeke,• draft pick (?-?),trade with Saints
24,1969-08-01,Lions,• Errol Mann,,signed (date approximate)
25,1969-08-11,Lions,• Ken Barefoot,• 1970 sixth round pick (#149-Tony Terry),trade with Redskins
1,1969-08-19,Lions,• Joe Robb,,signed
2,1969-08-28,Lions,,• George Chaties / George Chatlor?,cut
3,1969-08-28,Lions,,• Gregg Kent / Greg Kent,cut
4,1969-08-28,Lions,,• Henry Carr,waived
5,1969-08-28,Lions,,• Ron Barlow,cut
6,1969-09-01,Lions,,• George Hoey,cut
7,1969-09-01,Lions,,• Henry Carr,cut
8,1969-09-01,Lions,,• Jim Boeke,cut
9,1969-09-01,Lions,,• Mike Campbell (a),cut
10,1969-09-01,Lions,,• Rocky Rasley,cut
11,1969-09-01,Lions,,• Roy Winston,cut
12,1969-09-01,Lions,,• Gregg Kent / Greg Kent,lost off waivers (to Falcons)
13,1969-09-01,Lions,• Dave Weedman,,signed
14,1969-09-04,Lions,• 1970 sixth round pick (#149-Tony Terry),• Dave Kopay,trade with Redskins
15,1969-09-04,Lions,• Jim Anderson,,claimed off waivers (from Eagles)
16,1969-09-09,Lions,,• Bob Bergum,cut
17,1969-09-09,Lions,,• Dave Daniels,released
18,1969-09-09,Lions,,• Dave Weedman,cut
19,1969-09-09,Lions,,• Jim Anderson,cut
20,1969-09-09,Lions,,• Lew Kamanu / Lew Kamany,released
21,1969-09-10,Lions,,• Charlie Sieminski / Chuck Sieminski,waived
22,1969-09-10,Lions,,• Eugene Wren / Gene Wren,cut
23,1969-09-10,Lions,• Dan Goich / Danny Goich,• 1970 eighth round pick (#201-Mike Holmgren),trade with Cardinals
24,1969-09-15,Lions,,• Jim Carr (a) / Jimmy Carr,waived
25,1969-09-15,Lions,,• John Baker (Haywood),waived
1,1969-09-15,Lions,,• Terry Miller,waived
2,1969-09-15,Lions,• Craig Cotton,,signed (date approximate)
3,1969-09-15,Lions,,• Bobby Thompson / Bobby Lee Thompson,waived
4,1969-09-16,Lions,,• Altie Taylor,fractured shoulder (out indefinitely)
5,1969-10-13,Lions,,• Bill Munson,fractured right hand (out indefinitely)
6,1969-11-02,Lions,• John Stofa,,signed (off Bengals (AFL) taxi squad)
7,1969-11-03,Lions,,• John Stofa,Lions returned player to Bengals (AFL)
8,1969-12-14,Lions,,• Joe Schmidt (Paul),head coach arrested and charged with driving while intoxicated and running a red light (pleaded guilty to driving while imparied and fined $150)
9,1969-12-20,Lions,,• Phil Odle,placed on IR
10,1969-12-20,Lions,,• Rick Duncan / Rich Duncan,released
11,1969-12-20,Lions,• Bill Malinchak,,"""activated"""
12,1969-12-20,Lions,• Eugene Wren / Gene Wren,,"""activated"""
13,1970-01-27,Lions,• Steve Owens,,1970 NFL draft first round pick (#19 overall)
14,1970-01-27,Lions,• Ray Parson,,1970 NFL draft second round pick (#45 overall)
15,1970-01-27,Lions,• Jim Mitchell,,1970 NFL draft third round pick (#71 overall)
16,1970-01-27,Lions,• Robert Parker (a) / Bob Parker,,1970 NFL draft fifth round pick (#123 overall)
17,1970-01-27,Lions,• Tony Terry,,1970 NFL draft sixth round pick (#149 overall)
18,1970-01-27,Lions,• Ken Geddes,,1970 NFL draft seventh round pick (#175 overall)
19,1970-01-28,Lions,• Herman Weaver,,1970 NFL draft ninth round pick (#227 overall)
20,1970-01-28,Lions,• Bruce Maxwell,,1970 NFL draft tenth round pick (#253 overall)
21,1970-01-28,Lions,• Roger Laird,,1970 NFL draft eleventh round pick (#279 overall)
22,1970-01-28,Lions,• Emanuel Murrell,,1970 NFL draft twelfth round pick (#305 overall)
