,Date,Team,Acquired,Relinquished,Notes
14,1982-06-25,Rams,• Bob Speight,,signed ninth round pick
15,1982-06-25,Rams,• Joe Shearin,,signed seventh round pick
16,1982-07-01,Rams,,• Mike Lansford,surgery on knee (date approximate)
17,1982-07-14,Rams,• Bill Bechtold,,signed third round pick
18,1982-07-15,Rams,• Barry Redden,,signed first round pick to a series of multi-year contracts
19,1982-07-18,Rams,• Joe Williams,,signed
20,1982-07-18,Rams,• Walt Little,,signed
21,1982-08-01,Rams,,• Rob Anderson,placed on IR with dislocated ankle
22,1982-08-22,Rams,• Ron Yary,• 1983 tenth round pick (#255-Melvin Brown),trade with Vikings
23,1982-08-25,Rams,,• Henry Childs,waived
24,1982-08-25,Rams,,• Jerry Stablein (sp?),waived
25,1982-08-25,Rams,,• Phil Murphy,waived
1,1982-09-01,Rams,,• Robert Cobb / Bob Cobb,waived (date approximate)
2,1982-09-05,Rams,• 1983 fourth round pick (#97-Vince Newsome),• Jeff Rutledge,trade with Giants
3,1982-09-06,Rams,,• Bill Bechtold,placed on IR with back injury (out for season)
4,1982-09-06,Rams,,• Frank Corral,released
5,1982-09-06,Rams,,• Jairo Penaranda / Jairo Penarado,waived
6,1982-09-06,Rams,,• Jeff Moore (Bernard),waived
7,1982-09-06,Rams,,• John Misko,waived
8,1982-09-06,Rams,,• Kerry Locklin,waived
9,1982-09-06,Rams,,• Mario Celotto,waived
10,1982-09-06,Rams,,• Miles McPherson,waived
11,1982-09-06,Rams,,• Raymond Coley / Ray Coley,waived
12,1982-09-06,Rams,,• Ricky Coffman,waived
13,1982-11-01,Rams,,• Bert Jones (Hays),neck injury (out for season)
14,1982-11-23,Rams,,• Carl Ekern,surgery on right knee to repair torn ligaments (out for season)
15,1982-11-26,Rams,,• Billy Waddy,waived
16,1982-11-26,Rams,,• Cullen Bryant,waived
17,1982-11-26,Rams,,• George Farmer (b),placed on IR
18,1982-11-26,Rams,,• Greg Meisner,placed on IR
19,1982-11-26,Rams,,• Mike Barber (Dwayne),placed on IR
20,1982-11-26,Rams,• Charles DeJurnett,,signed free agent
21,1982-11-26,Rams,• Kerry Locklin,,signed free agent
22,1982-12-12,Rams,,• Greg Meisner,torn ligaments in knee (out for season)
23,1982-12-13,Rams,,• Greg Meisner,surgery on knee (out for season)
24,1982-12-15,Rams,,• Greg Meisner,placed on IR with torn ligaments in knee (out for season)
25,1983-01-03,Rams,,• Barry Redden,concussion (DTD)
1,1983-01-04,Rams,,• Ray Malavasi,fired as head coach
2,1983-01-24,Rams,,• Bert Jones (Hays),surgery to remove spinal disc and fuse two vertebrae
3,1983-02-01,Rams,• John Robinson,,hired as head coach (date approximate)
4,1983-02-28,Rams,• Bruce Snyder,,hired as assistant coach
5,1983-03-01,Rams,• Bob Baker,,hired as quarterbacks coach
6,1983-03-01,Rams,• Fred Whittingham,,hired as outside linebackers coach
7,1983-03-01,Rams,• Fritz Shurmur,,hired as inside linebackers coach
8,1983-03-01,Rams,• Gil Haskell,,hired as special teams coach
9,1983-03-01,Rams,• Hudson Houck,,hired as offensive line coach
10,1983-03-01,Rams,• Jimmy Raye,,hired as assistant coach
11,1983-03-01,Rams,• Marv Goux,,hired as assistant coach
12,1983-04-13,Rams,• Gary Jeter,• 1983 third round pick (#63-Jamie Williams)  • 1983 sixth round pick (#153-Kevin Belcher),trade with Giants
13,1983-04-23,Rams,• 1983 first round pick (#2-Eric Dickerson),• 1983 first round pick (#3-Curt Warner)  • 1983 fourth round pick (#88-Mike McCloskey)  • 1984 fourth round pick (#102-Jimmy Smith (Kevin)),trade with Oilers
14,1983-04-25,Rams,• 1983 second round pick (#36-Mike Wilcher)  • 1983 fourth round pick (#87-Chuck Nelson),• Wendell Tyler  • Cody Jones  • 1983 third round pick (#59-Blanchard Montgomery),trade with 49ers
15,1983-04-26,Rams,• 1984 fifth round pick (#133-Hal Stephens),• Mike Fanning,trade with Lions
16,1983-04-26,Rams,• Russ Bolinger,• 1983 fifth round pick (#115-Demetrious Johnson),trade with Lions
17,1983-04-26,Rams,• Eric Dickerson,,1983 NFL draft first round pick (#2 overall)
18,1983-04-26,Rams,• Henry Ellard,,1983 NFL draft second round pick (#32 overall)
19,1983-04-26,Rams,• Mike Wilcher,,1983 NFL draft second round pick (#36 overall)
20,1983-04-26,Rams,• Chuck Nelson,,1983 NFL draft fourth round pick (#87 overall)
21,1983-04-26,Rams,• Doug Reed,,1983 NFL draft fourth round pick (#111 overall)
22,1983-04-26,Rams,• Vince Newsome,,1983 NFL draft fourth round pick (#97 overall)
23,1983-04-26,Rams,• Otis Grant,,1983 NFL draft fifth round pick (#134 overall)
24,1983-04-26,Rams,• Gary Kowalski,,1983 NFL draft sixth round pick (#144 overall)
25,1983-04-26,Rams,• Jeff Simmons,,1983 NFL draft seventh round pick (#171 overall)
1,1983-04-26,Rams,• Troy West,,1983 NFL draft eighth round pick (#200 overall)
2,1983-04-26,Rams,• Jack Belcher,,1983 NFL draft ninth round pick (#227 overall)
3,1983-04-26,Rams,• Dan Triplett / Danny Triplett,,1983 NFL draft eleventh round pick (#282 overall)
4,1983-04-26,Rams,• Clete Castper,,1983 NFL draft twelfth round pick (#311 overall)
5,1983-05-18,Rams,• Vince Newsome,,signed fourth round pick
6,1983-05-19,Rams,,• Bert Jones (Hays),retired
7,1983-06-09,Rams,,• Michael Reilly,"convicted of killing a teenager while driving while intoxicated- was given a suspended prison term, one year in county jail, three years probation, and 300 hours of community work"
8,1983-06-18,Rams,• Mike Wilcher,,signed second round pick
9,1983-06-28,Rams,• John Thompson Jr.,• undisclosed draft pick (?-?),trade with Packers
10,1983-07-12,Rams,• Eric Dickerson,,signed first round pick
11,1983-07-14,Rams,• Chuck Nelson,,signed fourth round pick to a series of 1-year contracts
12,1983-07-14,Rams,• future considerations (1984 tenth round pick (#253-Norwood Vann / Woody Vann)),• Doug France,trade with Oilers
13,1983-07-16,Rams,• Eric Dickerson,,signed first round pick (NFL)
14,1983-07-22,Rams,• Henry Ellard,,signed second round pick
15,1983-07-23,Rams,• Monte Jackson  • conditional seventh round pick (not exercised?),• Pat Thomas (S.),trade with Raiders
16,1983-08-19,Rams,• David Hill,• Rod Perry  • 1985 third round pick (not exercised),trade with Lions (trade later cancelled by Lions when Perry failed physical)
17,1983-08-19,Rams,• Eric Harris (b),• Jewerl Thomas,trade with Chiefs
18,1983-08-19,Rams,• Steve Fuller,• Lucious Smith  • 1985 fifth round pick (#133-Frank Bush),trade with Chiefs
19,1983-08-22,Rams,• Rod Perry  • 1985 third round pick (not exercised),• 1984 third round pick (#75-Ernest Anderson / Earnest Anderson),"modification of earlier trade with Lions involving David Hill, Rod Perry after Perry failed physical"
20,1983-08-25,Rams,,• Monte Jackson,waived
21,1983-08-25,Rams,,• Rod Perry,waived
22,1983-08-30,Rams,,• Eric Williams (D.),waived
23,1983-08-30,Rams,• Mark Jerue,• Mark Reed (b)?,trade with Colts
24,1983-09-02,Rams,,• Barry Redden,ulcer (out)
25,1983-09-02,Rams,,• Henry William,released
1,1983-09-02,Rams,• Eric Williams (D.),,signed free agent
2,1983-09-06,Rams,,• Bob Speight,waived
3,1983-09-06,Rams,,• Charles DeJurnett,placed on IR
4,1983-09-06,Rams,,• Eric Williams (D.),placed on IR
5,1983-09-06,Rams,,• Mario Celotto,waived
6,1983-09-06,Rams,• David Lewis / Dave Lewis (Rodney),,signed free agent
7,1983-09-06,Rams,• Jeff Simmons,,signed free agent
8,1983-09-08,Rams,,• George Lilja,waived
9,1983-09-08,Rams,• Gordon Jones,,signed
10,1983-09-21,Rams,,• Myron Lapka,placed on IR with sprained ankle
11,1983-09-21,Rams,• Richard Bishop,,signed
12,1983-09-30,Rams,,• Jeff Simmons,cut
13,1983-09-30,Rams,• Monte Jackson,,signed free agent
14,1983-11-03,Rams,,• Monte Jackson,released
15,1983-11-03,Rams,• Mike Williams (Herman),,signed
16,1983-11-25,Rams,• Mike Lansford,,activated from IR
17,1983-12-07,Rams,,• Kirk Collins,tumor in throat (out for season)
18,1983-12-09,Rams,,• Henry William,waived
19,1983-12-09,Rams,• Myron Lapka,,activated from IR
20,1983-12-14,Rams,,• Robert Alexander,placed on IR
21,1983-12-14,Rams,• A.J. Jones (a),,activated
22,1983-12-21,Rams,,• Doug Barnett,injured (DTD)
23,1983-12-21,Rams,• Mike McDonald,,signed
24,1984-01-01,Rams,• 1984 twelfth round pick (#309-Rod Fisher),• past considerations (?),trade with Oilers (date approximate)
25,1984-01-31,Rams,,• Ray Nagel,resigned as executive VP
1,1984-01-31,Rams,• Jeff Kemp,,re-signed
2,1984-02-01,Rams,,• (Carl) Doug Smith,player became a free agent
3,1984-02-01,Rams,,• Jeff Kemp,player became a free agent
4,1984-02-02,Rams,• (Carl) Doug Smith,,team tendered qualifying offer
5,1984-02-02,Rams,• Jeff Kemp,,team tendered qualifying offer
6,1984-02-21,Rams,• (Carl) Doug Smith,,re-signed free agent
7,1984-03-05,Rams,• Marcellus Greene / Marcellus Green,,signed
8,1984-04-05,Rams,• Jeff Kemp,,re-signed free agent
9,1984-04-09,Rams,• Dwayne Crutchfield,• 1984 sixth round pick (probably #161-Eric Mullins (a)),trade with Oilers
10,1984-04-27,Rams,• rights to Ron Brown (James),• 1984 second round pick (#48-Chris Rockins),trade with Browns
11,1984-04-30,Rams,• 1984 eleventh round pick (#293-Michael Harper)  • 1985 sixth round pick (#161-Mike Young (David)),• Steve Fuller,trade with Bears
12,1984-04-30,Rams,• Ron Brown (James),,re-signed
13,1984-05-01,Rams,• Gary Green,• 1984 first round pick (#21-John Alt)  • 1984 fifth round pick (#134-Jeff Paine),trade with Chiefs
14,1984-05-02,Rams,• Hal Stephens,,1984 NFL draft fifth round pick (#133 overall)
15,1984-05-02,Rams,• George Radachowsky,,1984 NFL draft seventh round pick (#188 overall)
16,1984-05-02,Rams,• Ed Brady,,1984 NFL draft eighth round pick (#215 overall)
17,1984-05-02,Rams,• George Reynolds,,1984 NFL draft ninth round pick (#242 overall)
18,1984-05-02,Rams,• Joe Dooley,,1984 NFL draft tenth round pick (#274 overall)
19,1984-05-02,Rams,• Norwood Vann / Woody Vann,,1984 NFL draft tenth round pick (#253 overall)
20,1984-05-02,Rams,• Dwayne Love,,1984 NFL draft eleventh round pick (#301 overall)
21,1984-05-02,Rams,• Michael Harper,,1984 NFL draft eleventh round pick (#293 overall)
22,1984-05-02,Rams,• Moe Bias,,1984 NFL draft twelfth round pick (#328 overall)
23,1984-05-02,Rams,• Rod Fisher,,1984 NFL draft twelfth round pick (#309 overall)
24,1984-05-08,Rams,• David Croudip / Dave Croudip,,signed free agent
25,1984-05-08,Rams,• Tony DeLuca (Lawrence),,signed free agent
1,1984-05-10,Rams,• Preston Dennard,,signed to a multi-year contract
2,1984-05-11,Rams,• Bob Dumont,,signed free agent
3,1984-05-11,Rams,• Dan McQuaid,,signed free agent
4,1984-05-11,Rams,• Gary Torretta,,signed free agent
5,1984-05-11,Rams,• John Kamana,,signed free agent
6,1984-05-11,Rams,• Ken Peters (a),,signed free agent
7,1984-05-11,Rams,• Rich Matheney,,signed free agent
8,1984-05-11,Rams,• Ricky Martin,,signed free agent
9,1984-05-11,Rams,• Ron Mitchell (a),,signed free agent
10,1984-05-11,Rams,• Todd Brafford,,signed free agent
11,1984-05-11,Rams,• Tom Taylor,,signed free agent
12,1984-05-11,Rams,• Tony Messaglia,,signed free agent
13,1984-05-11,Rams,• Vince Emanuel,,signed free agent
14,1984-05-29,Rams,• Mike McDonald,,re-signed
15,1984-06-05,Rams,• William Fuller,,1984 NFL supplemental draft of USFL and CFL players first round pick (#21 overall)
16,1984-06-05,Rams,• Rick Johnson (b. 1961 01-02),,1984 NFL supplemental draft of USFL and CFL players second round pick (#48 overall)
17,1984-06-05,Rams,• Jim Byrne,,1984 NFL supplemental draft of USFL and CFL players third round pick (#75 overall)
18,1984-07-12,Rams,• Ed Brady,,signed eighth round pick
19,1984-07-18,Rams,• Mike Barber (Dwayne),,re-signed to a 2-year contract
20,1984-07-24,Rams,,• Johnnie Johnson,surgery on left ankle to have a metal plate and screw inserted (out 6+ weeks)
21,1984-07-24,Rams,• 1985 eleventh round pick (not exercised?),• Robert Alexander,trade with Chargers
22,1984-07-25,Rams,• Jeff Christensen,• undisclosed conditional pick (if Christensen makes Rams roster) (not exercised),trade with Bengals
23,1984-08-01,Rams,• 1985 fifth round pick (#113-Kevin Greene),• Preston Dennard,trade with Bills
24,1984-08-01,Rams,• Chris Williams (Albany),• draft pick (?-?),trade with Bills
25,1984-08-08,Rams,• Irvin Pankey / Irv Pankey,,re-signed
1,1984-08-09,Rams,,• Eric Dickerson,strained neck (DTD)
2,1984-08-14,Rams,,• Chris Schaeffer,waived
3,1984-08-14,Rams,,• Chris Williams (Albany),waived
4,1984-08-14,Rams,,• David Pryor,waived
5,1984-08-14,Rams,,• Dwayne Love,waived
6,1984-08-14,Rams,,• George Reynolds,waived
7,1984-08-14,Rams,,• Joe Dooley,waived
8,1984-08-14,Rams,,• Ken Peters (a),waived
9,1984-08-14,Rams,,• Kerry Ford,waived
10,1984-08-14,Rams,,• Kerwin Bell,waived
11,1984-08-14,Rams,,• Steve Martinez,waived
12,1984-08-14,Rams,,• Tim Tsarofski,waived
13,1984-08-14,Rams,,• Todd Brafford,waived
14,1984-08-14,Rams,,• Tony Massgli,waived
15,1984-08-14,Rams,• Ron Brown (James),,signed second round pick
16,1984-08-17,Rams,,• Ron Brown (James),placed on exempt/commissioner permission list
17,1984-08-18,Rams,• Ron Brown (James),,activated from exempt/commissioner permission list
18,1984-08-21,Rams,,• Broderick Thompson,waived
19,1984-08-21,Rams,,• Dan McQuaid,placed on IR
20,1984-08-21,Rams,,• Hal Stephens,placed on IR
21,1984-08-21,Rams,,• Lawrence Reid,waived
22,1984-08-21,Rams,,• Moe Bias,waived
23,1984-08-21,Rams,,• Ricky Martin,waived
24,1984-08-21,Rams,,• Scott Byers,waived
25,1984-08-21,Rams,,• Scott Tinsley,placed on IR
1,1984-08-21,Rams,,• Tom Taylor,waived
2,1984-08-21,Rams,,• Tony DeLuca (Lawrence),waived
3,1984-08-22,Rams,,• Eric Williams (D.),waived
4,1984-08-27,Rams,,• Chuck Nelson,waived
5,1984-08-27,Rams,,• David Croudip / Dave Croudip,waived
6,1984-08-27,Rams,,• David Lewis / Dave Lewis (Rodney),waived
7,1984-08-27,Rams,,• Ed Brady,waived
8,1984-08-27,Rams,,• John Kamana,placed on IR
9,1984-08-27,Rams,,• Marcellus Greene / Marcellus Green,waived
10,1984-08-27,Rams,,• Michael Harper,waived
11,1984-08-27,Rams,,• Mike McDonald,waived
12,1984-08-27,Rams,,• Roderick Fisher,placed on IR
13,1984-08-27,Rams,,• Shawn Miller,waived
14,1984-08-27,Rams,• 1985 eleventh round pick (#285-Doug Flutie),• George Radachowsky,trade with Colts
15,1984-08-28,Rams,,• Gary Jeter,placed on IR
16,1984-08-28,Rams,,• Gary Kowalski,placed on IR
17,1984-08-28,Rams,,• Johnnie Johnson,placed on IR
18,1984-08-28,Rams,,• Mike Barber (Dwayne),placed on IR
19,1984-08-28,Rams,• David Croudip / Dave Croudip,,recalled off waivers
20,1984-08-28,Rams,• Ed Brady,,recalled off waivers
21,1984-08-28,Rams,• Mike McDonald,,recalled off waivers
22,1984-08-28,Rams,• Shawn Miller,,signed free agent
23,1984-08-30,Rams,• Jackie Slater,,re-signed
24,1984-09-04,Rams,,• Gordon Jones,waived
25,1984-09-04,Rams,• Booker Reese,• 1985 twelfth round pick (#330-Jim Melka),trade with Buccaneers
1,1984-09-18,Rams,• Steve Dils,• 1985 fourth round pick (#106-Kyle Morrell),trade with Vikings
2,1984-09-19,Rams,,• David Croudip / Dave Croudip,waived
3,1984-09-20,Rams,,• David Croudip / Dave Croudip,released
4,1984-09-21,Rams,,• Tony Slaton,placed on IR
5,1984-09-23,Rams,• David Croudip / Dave Croudip,,signed free agent
6,1984-10-01,Rams,,• Vince Ferragamo,unknown injury (out for season)
7,1984-10-16,Rams,,• Jackie Slater,placed on IR
8,1984-10-17,Rams,• Johnnie Johnson,,activated
9,1984-10-30,Rams,• Chuck Nelson,,signed
10,1984-11-02,Rams,• Booker Reese,,activated
11,1984-11-09,Rams,,• Shawn Miller,placed on IR with back injury
12,1984-11-09,Rams,• Dwight Wheeler,,signed free agent
13,1984-11-09,Rams,• Gary Jeter,,activated from IR
14,1984-11-12,Rams,,• George Andrews,surgery on knee (out indefinitely)
15,1984-11-12,Rams,,• Nolan Cromwell,surgery on knee (out for season)
16,1984-11-12,Rams,• Jim Youngblood,,signed free agent
17,1984-11-12,Rams,• Mike Pleasant,,signed free agent to a future contract
18,1984-11-13,Rams,,• Nolan Cromwell,placed on IR with knee injury
19,1984-11-15,Rams,• Mike Pleasant,,signed free agent
20,1984-11-27,Rams,,• Chris Faulkner,placed on non-football injury list (admitted to hospital to undergo tests for possible chemical dependency)
21,1984-12-22,Rams,,• George Andrews,damaged ligament in left knee (had surgery)
22,1985-01-30,Rams,• Russell Erxleben,,signed free agent
23,1985-02-02,Rams,,• Drew Hill,player became a free agent
24,1985-02-02,Rams,,• Greg Meisner,player became a free agent
25,1985-02-02,Rams,• Drew Hill,,team tendered qualifying offer
1,1985-02-02,Rams,• Greg Meisner,,team tendered qualifying offer
2,1985-02-06,Rams,• Steve Dils,,re-signed free agent
3,1985-02-12,Rams,,• Mike Pleasant,head injuries and burns (suffered in car accident) (out indefinitely)
4,1985-03-17,Rams,,• Gary Green,arrested on a charge of indecency with a 15-year-old girl
5,1985-03-26,Rams,• Dieter Brock,,signed free agent
6,1985-04-29,Rams,• Drew Hill,,re-signed free agent
7,1985-04-30,Rams,• Jerry Gray,,1985 NFL draft first round pick (#21 overall)
8,1985-04-30,Rams,• Chuck Scott,,1985 NFL draft second round pick (#50 overall)
9,1985-04-30,Rams,• Dale Hatcher,,1985 NFL draft third round pick (#77 overall)
10,1985-04-30,Rams,• Kyle Morrell,,1985 NFL draft fourth round pick (#106 overall)
11,1985-04-30,Rams,• Kevin Greene (Darwin),,1985 NFL draft fifth round pick (#113 overall)
12,1985-04-30,Rams,• Damone Johnson,,1985 NFL draft sixth round pick (#162 overall)
13,1985-04-30,Rams,• Mike Young (David),,1985 NFL draft sixth round pick (#161 overall)
14,1985-04-30,Rams,• Danny Bradley,,1985 NFL draft seventh round pick (#189 overall)
15,1985-04-30,Rams,• Marlon McIntyre,,1985 NFL draft eighth round pick (#218 overall)
16,1985-04-30,Rams,• Gary Swanson,,1985 NFL draft ninth round pick (#245 overall)
17,1985-04-30,Rams,• Duval Love,,1985 NFL draft tenth round pick (#274 overall)
18,1985-04-30,Rams,• Doug Flutie,,1985 NFL draft eleventh round pick (#285 overall)
19,1985-04-30,Rams,• Kevin Brown,,1985 NFL draft eleventh round pick (#301 overall)
20,1985-07-02,Rams,• conditional middle round draft pick (1986 #172-(R.) Chris White)  • conditional middle round draft pick (1987 #91-Doug Bartlett),• Drew Hill,trade with Oilers
21,1985-07-09,Rams,,• Dwayne Crutchfield,waived
22,1985-07-09,Rams,• Charles White (Raymond),,signed free agent
23,1985-07-10,Rams,• Kevin Greene (Darwin),,signed fifth round pick
24,1985-07-12,Rams,• Dale Hatcher,,signed third round pick
25,1985-07-15,Rams,• Duval Love,,signed tenth round pick
1,1985-07-18,Rams,• Tony Hunter,• Vince Ferragamo  • 1986 third round pick (#77-Leonard Burton),trade with Bills
2,1985-07-20,Rams,• Danny Bradley,,signed seventh round pick
3,1985-07-24,Rams,• Mike Young (David),,signed sixth round pick
4,1985-08-01,Rams,• Jerry Gray,,"signed first round pick to a reported 5-year, $1.5M contract"
5,1985-08-02,Rams,• 1986 eighth round pick (#195-Steve Jarecki),• Ivory Sully,trade with Buccaneers
6,1985-08-03,Rams,• Russ Bolinger,,re-signed
7,1985-08-07,Rams,,• John Misko,waived
8,1985-08-18,Rams,,• Doug Barnett,waived
9,1985-08-18,Rams,,• Duke Schamel,waived
10,1985-08-18,Rams,,• Ken Potter,waived
11,1985-08-18,Rams,,• Mike McDonald,waived
12,1985-08-19,Rams,,• Eric Dickerson,placed on reserve/did not report list
13,1985-08-20,Rams,,• Bill Stone,waived
14,1985-08-20,Rams,,• Gary Swanson,waived
15,1985-08-20,Rams,,• Jack Youngblood,placed on did not report list
16,1985-08-20,Rams,,• Mike Shiner,placed on IR
17,1985-08-20,Rams,,• Ricky Martin,waived
18,1985-08-20,Rams,,• Scott Tinsley,waived
19,1985-08-20,Rams,,• Tony Slaton,waived
20,1985-08-27,Rams,,• Alvin Wright,placed on IR
21,1985-08-27,Rams,,• Chris Faulkner,released
22,1985-08-27,Rams,,• George Farmer (b),waived
23,1985-08-27,Rams,,• Hal Stephens,released
24,1985-08-27,Rams,,• Hobert Johnson / Holbert Johnson,released
25,1985-08-27,Rams,,• Jack Youngblood,retired
1,1985-08-27,Rams,,• Jim Laughlin,released
2,1985-08-27,Rams,,• Joe Shearin,released
3,1985-08-27,Rams,,• John Kamana,released
4,1985-08-27,Rams,,• Otis Grant,waived
5,1985-08-27,Rams,• 1986 fourth rond pick (#101-Steve Wallace),• Dan McQuaid,trade with Redskins (date approximate)
6,1985-09-01,Rams,,• George Andrews,surgery on knee (out for season)
7,1985-09-02,Rams,,• David Croudip / Dave Croudip,waived
8,1985-09-02,Rams,• Bobby Duckworth,• Gary Kowalski  • 1986 fifth round pick (#133-Matt Johnson (a)),trade with Chargers
9,1985-09-03,Rams,,• Chuck Scott,placed on IR
10,1985-09-03,Rams,,• Duval Love,placed on IR
11,1985-09-03,Rams,,• Michael Harper,waived
12,1985-09-03,Rams,• Charles White (Raymond),,recalled off waivers
13,1985-09-03,Rams,• David Croudip / Dave Croudip,,recalled off waivers
14,1985-09-03,Rams,,• James McDonald,waived
15,1985-09-05,Rams,,• David Croudip / Dave Croudip,waived
16,1985-09-05,Rams,• Lynn Cain,,signed free agent
17,1985-09-06,Rams,,• David Croudip / Dave Croudip,released
18,1985-09-12,Rams,• Eric Dickerson,,reinstated from did not report list
19,1985-09-16,Rams,• Eric Dickerson,,activated from did not report list
20,1985-09-16,Rams,,• Eric Dickerson,placed on exempt/commissioner permission list
21,1985-09-18,Rams,• Greg Meisner,,re-signed free agent
22,1985-09-18,Rams,,• Greg Meisner,placed on exempt/commissioner permission list
23,1985-09-20,Rams,,• Ron Brown (James),hospitalized to undergo tests for pancreatitis (out)
24,1985-09-20,Rams,• Eric Dickerson,,activated from exempt/commissioner permission list
25,1985-09-20,Rams,• Greg Meisner,,activated from exempt/commissioner permission list
1,1985-09-28,Rams,• Dennis Harrison,• 1986 fourth round pick (#106-Matt Darwin)  • 1987 seventh round pick (used in 1986 supplemental draft for Charles Crawford),trade with Eagles
2,1985-10-01,Rams,• Eric Dickerson,,re-signed
3,1985-10-03,Rams,,• Dennis Harrah,thigh injury (out 4+ weeks)
4,1985-10-03,Rams,,• Dennis Harrah,placed on IR with thigh injury (date approximate)
5,1985-10-04,Rams,• Duval Love,,activated from IR
6,1985-10-09,Rams,• 1986 twelfth round pick (#328-Marcus DuPree),• Mike Barber (Dwayne),trade with Broncos
7,1985-10-15,Rams,• James McDonald,• 1986 twelfth round pick (?-?),trade with Lions
8,1985-10-16,Rams,,• Jim Laughlin,waived
9,1985-10-28,Rams,,• Dieter Brock,kidney stone (DTD)
10,1985-11-01,Rams,,• Lynn Cain,waived
11,1985-11-01,Rams,• Dennis Harrah,,activated from IR
12,1985-11-15,Rams,,• Duval Love,placed on IR
13,1985-12-04,Rams,,• Bobby Duckworth,suspended by team for 1 game for missing team flight
14,1985-12-14,Rams,,• (Carl) Doug Smith,placed on IR
15,1986-02-01,Rams,,• Henry Ellard,player became a free agent
16,1986-02-02,Rams,,• (Carl) Doug Smith,player became a free agent
17,1986-02-02,Rams,,• Ed Brady,player became a free agent
18,1986-02-02,Rams,,• Henry Ellard,player became a free agent
19,1986-02-02,Rams,,• Jeff Kemp,player became a free agent
20,1986-02-02,Rams,• (Carl) Doug Smith,,team tendered qualifying offer
21,1986-02-02,Rams,• Ed Brady,,team tendered qualifying offer
22,1986-02-02,Rams,• Henry Ellard,,team tendered qualifying offer
23,1986-02-02,Rams,• Jeff Kemp,,team tendered qualifying offer
24,1986-02-28,Rams,• Alvin Wright,,re-signed
25,1986-03-01,Rams,,• Terry Greer,player became a free agent
1,1986-04-18,Rams,• Terry Greer,,re-signed free agent (matched Browns offer sheet)
2,1986-04-18,Rams,• 1986 fourth round pick (#96-Charles Haley),• rights to Terry Greer,trade with Browns
3,1986-04-29,Rams,• 1986 sixth round pick (#144-Robert Cox / Robert Jenkins),• 1986 seventh round pick (#172-(R.) Chris White)  • 1986 seventh round pick (#190-Tommy Sims)  • 1986 twelfth round pick (#327-Isaac Williams),trade with Colts
4,1986-04-29,Rams,• 1986 third round pick (#71-Hugh Millen),• rights to Jeff Kemp  • 1986 fourth round pick (#96-Charles Haley)  • 1986 fourth round pick (#101-Steve Wallace),trade with 49ers
5,1986-04-29,Rams,• Mike Schad,,1986 NFL draft first round pick (#23 overall)
6,1986-04-29,Rams,• Tom Newberry,,1986 NFL draft second round pick (#50 overall)
7,1986-04-29,Rams,• Hugh Millen,,1986 NFL draft third round pick (#71 overall)
8,1986-04-29,Rams,• Lynn Williams,,1986 NFL draft sixth round pick (#160 overall)
9,1986-04-29,Rams,• Robert Cox / Robert Jenkins,,1986 NFL draft sixth round pick (#144 overall)
10,1986-04-29,Rams,• Hank Goebel,,1986 NFL draft eighth round pick (#216 overall)
11,1986-04-29,Rams,• Steve Jarecki,,1986 NFL draft eighth round pick (#195 overall)
12,1986-04-29,Rams,• Elbert Watts,,1986 NFL draft ninth round pick (#243 overall)
13,1986-04-29,Rams,• Garrett Breeland,,1986 NFL draft tenth round pick (#273 overall)
14,1986-04-29,Rams,• Chul Schwankee,,1986 NFL draft eleventh round pick (#300 overall)
15,1986-04-29,Rams,• Marcus Dupree,,1986 NFL draft twelfth round pick (#328 overall)
16,1986-05-09,Rams,• (Carl) Doug Smith,,re-signed free agent
17,1986-05-14,Rams,• Jeff Kemp,,signed
18,1986-06-13,Rams,• Rob Carpenter (Joseph),• 1987 sixth round pick (#160-Tim Richardson),trade with Giants
19,1986-07-18,Rams,• Tom Newberry,,signed second round pick
20,1986-07-21,Rams,• Ed Brady,,re-signed free agent
21,1986-07-22,Rams,• Robert Cox / Robert Jenkins,,signed sixth round pick
22,1986-08-12,Rams,,• Dieter Brock,surgery on knee (out indefinitely)
23,1986-08-25,Rams,,• Jim Collins,placed on IR with shoulder injury (out for season)
24,1986-08-27,Rams,,• Robert Cox / Robert Jenkins,placed on IR with ankle injury (out for season)
25,1986-08-29,Rams,,• Eric Harris (b),waived
1,1986-08-29,Rams,,• Gary Green,waived
2,1986-09-01,Rams,,• Chuck Scott,waived
3,1986-09-01,Rams,,• Ed Brady,waived
4,1986-09-01,Rams,,• Jim Laughlin,waived
5,1986-09-01,Rams,,• Scott Tinsley,waived
6,1986-09-01,Rams,,• Tim Collier,waived
7,1986-09-02,Rams,,• Alvin Wright,placed on IR
8,1986-09-02,Rams,,• Damone Johnson,placed on IR
9,1986-09-02,Rams,,• Dieter Brock,placed on IR recovering from surgery on knee
10,1986-09-03,Rams,• Steve Busick,• 1987 eleventh round pick (#299-Steve Roberts)  • 1988 seventh round pick (#174-Pat Kelly (Joseph)),trade with Broncos
11,1986-09-10,Rams,• William Fuller,,signed supplemental draft pick
12,1986-09-10,Rams,,• William Fuller,placed on exempt/commissioner permission list
13,1986-09-18,Rams,• rights to Jim Everett,• Kent Hill  • William Fuller  • 1987 first round pick (#20-Haywood Jeffires)  • 1987 fifth round pick (#133-Spencer Tillman)  • 1988 first round pick (#9-Terry McDaniel),trade with Oilers
