,Date,Team,Acquired,Relinquished,Notes
21,1983-07-29,49ers,,• Greg Sykes,waived
22,1983-07-29,49ers,,• Jerry Floyd,waived
23,1983-07-29,49ers,,• Joe Virtucio,waived
24,1983-07-29,49ers,,• Ken Naber,waived
25,1983-07-29,49ers,,• Kevin McGill (b. 1958-03-17) ?,waived
1,1983-07-29,49ers,,• Mike Barbee,waived
2,1983-07-29,49ers,,• Steve Harris,waived
3,1983-08-10,49ers,• Matt Cavanaugh,• 1984 seventh round pick (possibly #192-Derwin Williams)  • 1985 eighth round pick (#224-Miford Hodge)  • 1986 seventh round pick (#187-Ray McDonald (b)),trade with Patriots (per NFLReg)
4,1983-08-10,49ers,• Matt Cavanaugh,• 1985 eighth round pick (#224-Milford Hodge)  • conditional draft pick (1986 #187-Ray McDonald (b))  • conditional draft pick (?-? possibly not exercised),trade with Patriots
5,1983-08-16,49ers,,• Cliff Parsley,released
6,1983-08-16,49ers,,• Darryl Wong,released
7,1983-08-22,49ers,,• Leon Perry Jr.,waived
8,1983-08-24,49ers,,• Bob Horn,placed on IR with back injury
9,1983-08-24,49ers,,• Bryan Clark,placed on IR
10,1983-08-24,49ers,,• Mike Wood (Stephen),placed on IR
11,1983-08-25,49ers,,• Chuck Evans (Allen),waived
12,1983-08-25,49ers,• Gary Wimmer,,re-signed
13,1983-08-28,49ers,,• Lindsey Mason,released
14,1983-08-29,49ers,,• Carl Monroe,cut
15,1983-08-29,49ers,,• Cody Jones,waived
16,1983-08-29,49ers,,• Gary Wimmer,cut
17,1983-08-29,49ers,,• George Collins,cut
18,1983-08-29,49ers,,• Jeff Allen (b. 1958-07-01),cut
19,1983-08-29,49ers,,• Jim Miller (Gordon),waived
20,1983-08-29,49ers,,• Larry Friday,cut
21,1983-08-29,49ers,,• Mike Clark (Hugh),placed on IR
22,1983-08-29,49ers,,• Mike Durden,cut
23,1983-08-29,49ers,,• Mike Mularkey,waived
24,1983-08-29,49ers,,• Vince Williams (a),cut
25,1983-08-29,49ers,• Tom Orosz,• 1984 twelfth round pick (#320-William Devane),trade with Dolphins
1,1983-08-30,49ers,,• Carlton Williamson,placed on IR
2,1983-08-30,49ers,• Daryle Skaugstad,,"""acquired"""
3,1983-08-31,49ers,,• Marv Lopes,waived
4,1983-09-01,49ers,,• Gary Moten,placed on IR with knee injury
5,1983-09-01,49ers,• Carl Monroe,,signed
6,1983-09-05,49ers,,• Robby Chapman,waived from IR
7,1983-09-23,49ers,,• Daryle Skaugstad,waived
8,1983-09-23,49ers,• Bob Horn,,activated from IR
9,1983-09-25,49ers,,• Wendell Tyler,dislocated shoulder (out indefinitely)
10,1983-09-30,49ers,,• Ed Judie,waived
11,1983-09-30,49ers,,• Mike Clark (Hugh),waived
12,1983-09-30,49ers,• John Choma,,signed free agent
13,1983-10-03,49ers,,• Ed Judie,released
14,1983-10-04,49ers,,• Carl Monroe,placed on IR with fractured foot
15,1983-10-04,49ers,• Vince Williams (a),,signed
16,1983-10-05,49ers,,• Rick Gervais,placed on IR with neck injury
17,1983-10-05,49ers,• Richard Blackmore,,signed
18,1983-10-22,49ers,,• Milt McColl,placed on IR with hamstring injury
19,1983-11-18,49ers,• Milt McColl,,activated from IR
20,1983-11-23,49ers,• Ken McAlister,,signed free agent
21,1983-11-29,49ers,,• Bob Horn,waived
22,1983-11-30,49ers,• Darius Durham,,signed
23,1983-12-21,49ers,,• Lawrence Pillers,knee injury (DTD)
24,1983-12-21,49ers,• Chris Lindstrom (Andrew),,signed
25,1983-12-30,49ers,,• Ken McAlister,waived
1,1983-12-30,49ers,• Carl Monroe,,activateed from IR
2,1984-01-23,49ers,,• Ken McAlister,released
3,1984-02-01,49ers,,• Ray Wersching,player became a free agent
4,1984-02-02,49ers,• Ray Wersching,,team tendered qualifying offer
5,1984-03-13,49ers,• Carlton Williamson,,re-signed
6,1984-03-13,49ers,• Dan Bunz,,re-signed
7,1984-03-13,49ers,• Dwight Clark,,"re-signed to a 3-year, reported $1.67M contract"
8,1984-03-16,49ers,• Frank LeMaster,• 1985 conditional draft pick (not exercised?),trade with Eagles
9,1984-03-24,49ers,• Bill Ring,,re-signed
10,1984-03-28,49ers,• Louie Kelcher,• 1984 eighth round pick (#219-Bob Craighead / Bobby Craighead)  • 1984 twelfth round pick (#331-Paine Harper)  • 1985 conditional ninth round pick (#252-Dan Remsberg),trade with Chargers
11,1984-04-04,49ers,• Manu Tuiasosopo,• 1984 fourth round pick (#86-Rickey Hagood)  • 1985 tenth round pick (#280-James Bowers),trade with Seahawks
12,1984-04-10,49ers,• 1984 fifth round pick (#132-Cliff Benson),• Eason Ramson,trade with Broncos
13,1984-04-11,49ers,• David Hodge,,signed
14,1984-04-11,49ers,• Dwayne Jackson,,signed
15,1984-04-11,49ers,• Gary Carr (a),,signed
16,1984-04-11,49ers,• James Durham,,signed
17,1984-04-11,49ers,• Lorenzo Butler / Lorenzo Bouier?,,signed
18,1984-04-11,49ers,• Mark Bonner,,signed free agent
19,1984-04-11,49ers,• Ron Washington,,signed
20,1984-05-01,49ers,• 1984 second round pick (#56-John Frank)  • 1984 fifth round pick (#139-Jeff Fuller (a)),• 1984 second round pick (#51-Sean Jones),trade with Raiders
21,1984-05-01,49ers,• 1984 third round pick (#73-Guy McIntyre),• 1984 third round pick (#80-Rick McIvor)  • 1984 fifth round pick (#136-John Goode),trade with Cardinals
22,1984-05-01,49ers,• Todd Shell,,1984 NFL draft first round pick (#24 overall)
23,1984-05-01,49ers,,• John Frank (a),1984 NFL draft second round pick (#56 overall)
24,1984-05-01,49ers,• Guy McIntyre,,1984 NFL draft third round pick (#73 overall)
25,1984-05-02,49ers,• 1984 fifth round pick (#121-Michael Carter),• 1984 fifth round pick (#132-Cliff Benson)  • 1984 sixth round pick (#163-Dan Ralph),trade with Falcons
1,1984-05-02,49ers,• Jeff Fuller (a),,1984 NFL draft fifth round pick (#139 overall)
2,1984-05-02,49ers,• Michael Carter (D'Andrea),,1984 NFL draft fifth round pick (#121 overall)
3,1984-05-02,49ers,• Derrick Harmon,,1984 NFL draft ninth round pick (#248 overall)
4,1984-05-02,49ers,• Lee Miller,,1984 NFL draft ninth round pick (#239 overall)
5,1984-05-02,49ers,• Dave Moritz,,1984 NFL draft tenth round pick (#275 overall)
6,1984-05-02,49ers,• Kirk Pendleton,,1984 NFL draft eleventh round pick (#307 overall)
7,1984-05-03,49ers,• 1986 twelfth round pick (?-?),• Walt Downing,trade with Chargers
8,1984-05-03,49ers,• Guy McIntyre,,signed third round pick
9,1984-06-05,49ers,• Derrick Crawford / Derek Crawford?,,1984 NFL supplemental draft of USFL and CFL players first round pick (#24 overall)
10,1984-06-05,49ers,• Joe Conwell,,1984 NFL supplemental draft of USFL and CFL players second round pick (#51 overall)
11,1984-06-05,49ers,• Mark Schellen,,1984 NFL supplemental draft of USFL and CFL players third round pick (#80 overall)
12,1984-06-13,49ers,• Jim Fahnhorst,,"signed to a 4-year, $1.5M contract (Vikings did not exercise right of first refusal)"
13,1984-06-13,49ers,• Todd Shell,,signed first round pick to a series of four 1-year contracts
14,1984-07-13,49ers,• Ray Wersching,,re-signed free agent
15,1984-07-16,49ers,• Mario Clark,• 1985 fourth round pick (#112-Dale Hellestrae),trade with Bills
16,1984-07-17,49ers,,• Jesse Sapolu,placed on non-football injury list
17,1984-07-22,49ers,,• Greg Foster,waived
18,1984-07-22,49ers,• Brant Murphy / Brent Murphy,,signed
19,1984-07-22,49ers,• Mike Wellman,,signed free agent
20,1984-07-23,49ers,,• Steve Clark,waived
21,1984-07-24,49ers,• Bryan Clark,,re-signed
22,1984-07-24,49ers,• Freddie Solomon (b. 1953-01-11),,signed to a 2-year estimated $750K contract
23,1984-07-28,49ers,• Ronnie Lott,,re-signed to a renegotiated contract
24,1984-07-31,49ers,,• Todd Shell,knee injury (possibly torn cartilage)
25,1984-08-03,49ers,• Joe Montana,,re-signed to a 6-year contract
1,1984-08-09,49ers,• Louie Kelcher,,signed to a 2-year contract
2,1984-08-13,49ers,,• Dan Fulton / Danny Fulton,placed on IR
3,1984-08-13,49ers,,• Guy Benjamin,placed on IR
4,1984-08-13,49ers,,• Jesse Sapolu,placed on physically unable to perform list
5,1984-08-13,49ers,,• Joaquin Zendejas,waived
6,1984-08-13,49ers,,• John Harty,placed on physically unable to perform list
7,1984-08-13,49ers,,• Mark Bonner,placed on IR
8,1984-08-13,49ers,,• Maurice Porter,placed on IR
9,1984-08-13,49ers,,• Tim Collier,placed on IR
10,1984-08-14,49ers,,• Jesse Sapolu,placed on reserve/non-football injury list
11,1984-08-14,49ers,• Michael Carter (D'Andrea),,signed fifth round pick to a series of three 1-year contracts
12,1984-08-20,49ers,,• (Bernard) James Scott?,waived
13,1984-08-20,49ers,,• James Durham,waived
14,1984-08-20,49ers,,• Richard Blackmore,waived
15,1984-08-20,49ers,• Kenny Neil,• 1985 fifth round pick (voided),trade with Chargers (trade later voided when Neil failed physical)
16,1984-08-23,49ers,• 1985 fifth round pick,• Kenny Neil,earlier traded voided when Neil failed physical
17,1984-08-25,49ers,,• Al Dixon,waived
18,1984-08-25,49ers,,• Ed Carter,waived
19,1984-08-25,49ers,,• Frank LeMaster,waived
20,1984-08-25,49ers,,• Jeff Moore (Dwayne),waived
21,1984-08-25,49ers,,• Kirk Pendleton,waived
22,1984-08-25,49ers,,• Tom Skladany,waived
23,1984-08-27,49ers,,• Allen Fleming,placed on IR
24,1984-08-27,49ers,,• Jairo Penaranda / Jairo Penarado,placed on IR
25,1984-08-27,49ers,,• John Macaulay / John Macauley,waived
1,1984-08-27,49ers,,• Vaughn Williams (b),placed on IR
2,1984-08-28,49ers,,• Gary Moten,placed on IR
3,1984-08-28,49ers,• Michael Walter / Mike Walter?,,claimed off waivers (from Cowboys)
4,1984-09-04,49ers,,• Bryan Clark,waived
5,1984-09-04,49ers,,• Jeff Stover,placed on IR
6,1984-09-04,49ers,• Greg Boyd (Earl),,signed free agent
7,1984-09-04,49ers,• John Macaulay / John Macauley,,activated from IR
8,1984-09-05,49ers,,• Bryan Clark,released
9,1984-09-06,49ers,,• Jairo Penaranda / Jairo Penarado,waived
10,1984-09-12,49ers,,• Tom Orosz,waived
11,1984-09-12,49ers,• Max Runager,,signed free agent
12,1984-09-18,49ers,• Bryan Clark,,signed free agent
13,1984-09-19,49ers,,• Greg Boyd (Earl),waived
14,1984-09-26,49ers,,• Vaughn Williams (b),waived
15,1984-09-27,49ers,,• John Macaulay / John Macauley,waived
16,1984-09-27,49ers,• Billy Shields,,signed free agent
17,1984-09-29,49ers,,• Bryan Clark,waived
18,1984-09-29,49ers,• Gary Johnson (Lynn),• 1986 fifth round pick (#129-Donald Brown)  • 1986 eleventh round pick (#298-Drew Smetana),trade with Chargers
19,1984-10-01,49ers,,• Bryan Clark,released
20,1984-10-09,49ers,,• Gary Moten,waived
21,1984-10-12,49ers,• Matt Cavanaugh,,re-signed
22,1984-10-22,49ers,,• Russ Francis,neck injury (out 1-4 weeks)
23,1984-10-23,49ers,,• Russ Francis,placed on IR with strained neck
24,1984-10-23,49ers,• Al Dixon,,signed
25,1984-11-01,49ers,,• Jeff Fuller (a),being treated for depression following two deaths in his family (DTD) (date approximate)
1,1984-11-08,49ers,,• Al Dixon,waived
2,1984-11-08,49ers,• Jesse Sapolu,,activated from IR
3,1984-11-12,49ers,,• Ron Ferrari,placed on IR
4,1984-11-16,49ers,,• Jesse Sapolu,placed on IR
5,1984-11-16,49ers,• Jeff Stover,,activated from IR
6,1984-11-21,49ers,• Jeff Fuller (a),,returned to lineup
7,1984-12-03,49ers,,• Jim Fahnhorst,knee injury (out indefinitely)
8,1984-12-05,49ers,,• Jim Fahnhorst,placed on IR with knee injury (out for season)
9,1985-01-11,49ers,,• Carl Monroe,entered alcohol rehabilitation program (date approximate)
10,1985-02-02,49ers,,• Matt Cavanaugh,player became a free agent
11,1985-02-02,49ers,• Matt Cavanaugh,,team tendered qualifying offer
12,1985-03-14,49ers,• Bill Walsh (Ernest),,salary reportedly will increase from last year's $400K to between $800K and $1M this season
13,1985-04-17,49ers,• Keith Baker,,signed
14,1985-04-30,49ers,• 1985 first round pick (#16-Jerry Rice (Sr.))  • 1985 third round pick (#75-Ricky Moore),• 1985 first round pick (#28-Trevor Matich)  • 1985 second round pick (#56-Ben Thomas)  • 1985 third round pick (#84-Audray McMillian),trade with Patriots
15,1985-04-30,49ers,• Jerry Rice (Sr.),,1985 NFL draft first round pick (#16 overall)
16,1985-04-30,49ers,• Ricky Moore,,1985 NFL draft third round pick (#75 overall)
17,1985-04-30,49ers,• Bruce Collie,,1985 NFL draft fifth round pick (#140 overall)
18,1985-04-30,49ers,• Scott Barry,,1985 NFL draft sixth round pick (#168 overall)
19,1985-04-30,49ers,• Donald Chumley,,1985 NFL draft twelfth round pick (#336 overall)
20,1985-05-13,49ers,• Hassan Aboulhosn,,signed free agent
21,1985-05-17,49ers,• Derek Bunch,,signed free agent
22,1985-05-17,49ers,• Don Morehead / Donnie Morehead,,signed free agent
23,1985-05-17,49ers,• John Mazur (a),,signed free agent
24,1985-05-17,49ers,• Lynnden Brown / Lynden Brown,,signed free agent
25,1985-05-17,49ers,• Stephen Jordan,,signed free agent
1,1985-05-17,49ers,• Theo Windham,,signed free agent
2,1985-05-20,49ers,• 1986 twelfth round pick (?-?),• Mark Schellen,trade with Chargers
3,1985-05-31,49ers,• Donald Chumley,,signed twelfth round pick to a 3-year contract
4,1985-06-13,49ers,• Matt Cavanaugh,,re-signed free agent
5,1985-06-25,49ers,• Bruce Collie,,signed fifth round pick
6,1985-06-27,49ers,,• Doug McCann,waived
7,1985-06-27,49ers,,• Joey Lumpkin,waived
8,1985-06-27,49ers,• Dimitri Tsarofski,,signed
9,1985-06-27,49ers,• Mike Wells ( L.)?,,signed free agent
10,1985-06-27,49ers,• Wally Kersten,,signed free agent
11,1985-07-01,49ers,• rights to Jim Leonard (b),• 1986 twelfth round pick (#325-Mike Crawford),trade with Buccaneers
12,1985-07-02,49ers,• Roosevelt Snipes,,1985 NFL supplemental draft eighth round pick
13,1985-07-19,49ers,• Fulton Kuykendall,• Lawrence Pillers,trade with Falcons
14,1985-07-22,49ers,• Jerry Rice (Sr.),,signed first round pick
15,1985-07-29,49ers,,• Hassan Aboulhosn,waived
16,1985-07-29,49ers,,• James Brown,waived
17,1985-07-29,49ers,,• John Mazur (a),waived
18,1985-07-29,49ers,,• Lynnden Brown / Lynden Brown,waived
19,1985-07-29,49ers,,• Marvin Jackmon,waived
20,1985-07-29,49ers,,• Marvin Jackson,cut
21,1985-07-29,49ers,,• Raymond Flores,cut
22,1985-07-29,49ers,,• Raymond Morris,waived
23,1985-07-29,49ers,,• Tony Camp,player left camp
24,1985-07-29,49ers,,• Vyn Goodman,waived
25,1985-07-30,49ers,,• Brian Moore,waived
1,1985-07-30,49ers,,• Dalton Reed,waived
2,1985-07-30,49ers,,• Don Morehead / Donnie Morehead,waived
3,1985-08-01,49ers,,• Keena Turner,torn muscle in right calf (out 1+ weeks)
4,1985-08-02,49ers,,• John Harty,placed on physically unable to perform list
5,1985-08-02,49ers,• 1986 sixth round pick (#162-Don Griffin),• Billy Shields,trade with Jets
6,1985-08-04,49ers,• Garrett Moore,,signed free agent
7,1985-08-07,49ers,• Chris Jackson,,signed free agent
8,1985-08-07,49ers,• Mark Shupe,,signed free agent
9,1985-08-07,49ers,• Wymon Henderson,,signed free agent
10,1985-08-09,49ers,• rights to Jim Leonhard (a),• 1986 twelfth round pick (#325-Mike Crawford (a)),trade with Buccaneers (date approximate)
11,1985-08-12,49ers,,• Gardner Williams,waived
12,1985-08-12,49ers,,• Garrett Moore,waived
13,1985-08-12,49ers,,• Jack Reynolds,retired as linebackers and assistant coach
14,1985-08-12,49ers,,• Lloyd Mumphrey,waived
15,1985-08-12,49ers,,• Louie Kelcher,retired
16,1985-08-12,49ers,,• Mario Clark,retired
17,1985-08-12,49ers,• draft pick (?-?),• Blanchard Montgomery,trade with Bills
18,1985-08-16,49ers,,• Eric Price,waived
19,1985-08-20,49ers,,• Wymon Henderson,waived
20,1985-08-22,49ers,,• Donald Chumley,waived
21,1985-08-26,49ers,,• Charlie Huff,placed on IR
22,1985-08-26,49ers,,• Fulton Kuykendall,placed on IR recovering from arthroscopic surgery on knee
23,1985-08-26,49ers,,• Scott Barry,waived
24,1985-08-27,49ers,,• Byron Nelson,waived
25,1985-08-27,49ers,,• Carl Keever,waived
1,1985-08-27,49ers,,• David Wood,waived
2,1985-08-27,49ers,,• Jeff Metter,released
3,1985-08-27,49ers,,• John Berry,waived
4,1985-08-27,49ers,,• Mike Wells ( L.)?,waived
5,1985-08-27,49ers,,• Ricky Moore,waived
6,1985-08-30,49ers,,• Jeff Metter,waived (NYT)
7,1985-08-30,49ers,• 1986 eighth round pick (#203-Jim Popp),• Keith Baker,trade with Eagles
8,1985-08-30,49ers,• Jeff Metter,,signed free agent
9,1985-09-01,49ers,,• Allan Kennedy,placed on IR
10,1985-09-01,49ers,,• Dan Buntz,waived
11,1985-09-01,49ers,,• Jeff Metter,waived
12,1985-09-01,49ers,,• Mike Moroski,waived
13,1985-09-01,49ers,,• Tom Holmoe,placed on IR
14,1985-09-02,49ers,,• Dan Bunz,cut
15,1985-09-02,49ers,,• Tim Collier,cut
16,1985-09-03,49ers,• Tory Nixon,• 1986 sixth round pick (#156-Jim Huddleston),trade with Redskins
17,1985-09-07,49ers,,• Dan Bunz,waived
18,1985-09-23,49ers,• Jeff Stover,,re-signed
19,1985-09-27,49ers,,• Michael Carter (D'Andrea),placed on IR with hamstring injury
20,1985-09-27,49ers,• Scott Garnett,,signed free agent
21,1985-10-18,49ers,,• Jim Stuckey,waived
22,1985-10-18,49ers,• Fulton Kuykendall,,activated from IR
23,1985-10-24,49ers,,• Fulton Kuykendall,placed on IR
24,1985-10-24,49ers,• Jim Stuckey,,signed free agent
25,1985-10-26,49ers,• Michael Carter (D'Andrea),,activated from IR
1,1985-10-27,49ers,,• Scott Garnett,waived
2,1985-11-06,49ers,,• Jim Leonard (b),waived
3,1985-11-06,49ers,• John Harty,,activated
4,1985-11-15,49ers,,• Bill Ring,placed on IR
5,1985-12-14,49ers,,• John Hill (Stark) ?,waived
6,1985-12-14,49ers,• Bill Ring,,activated from IR
7,1985-12-16,49ers,,• Earl Cooper,placed on IR
8,1985-12-16,49ers,• John Hill (Stark),,signed free agent
9,1985-12-17,49ers,• Jimmy Rogers,,signed free agent
10,1985-12-17,49ers,• Roosevelt Snipes,,signed supplemental draft eighth round pick
11,1985-12-18,49ers,,• Randy Cross,placed on IR
12,1985-12-18,49ers,• Vince Stroth,,signed
13,1985-12-20,49ers,,• Freddie Solomon (b. 1953-01-11),retired (effective at the end of the season)
14,1985-12-20,49ers,• Doug Allen (a),,signed free agent to a contract for 1986
15,1985-12-25,49ers,,• Eric Wright,placed on IR with pulled groin muscle
16,1985-12-25,49ers,• Tim Collier,,signed free agent
17,1986-02-02,49ers,,• Ray Wersching,player became a free agent
18,1986-02-02,49ers,,• Riki Ellison / Riki Gray,player became a free agent
19,1986-02-02,49ers,• Ray Wersching,,team tendered qualifying offer
20,1986-02-02,49ers,• Riki Ellison / Riki Gray,,team tendered qualifying offer
21,1986-03-01,49ers,• Mike Holmgren,,hired as quarterbacks coach (date approximate)
22,1986-03-02,49ers,• Kevin Bowman,,signed free agent
23,1986-03-10,49ers,• Clyde Glover,,signed free agent
24,1986-04-01,49ers,• 1987 eleventh round pick (#288-Chris McLemore),• Joe Conwell,trade with Eagles (date approximate)
25,1986-04-29,49ers,• 1986 first round pick (#20-Will Wolford)  • 1986 fifth round pick (#131-Pat Miller),• 1986 first round pick (#18-Mike Sherrard),trade with Cowboys
1,1986-04-29,49ers,• 1986 tenth round pick (#270-Harold Hallman)  • 1987 first round pick (#25-Terrence Flagler),• 1986 second round pick (#45-Walter Murray),trade with Redskins
2,1986-04-29,49ers,• 1986 third round pick (#64-Tim McKyer)  • 1987 second round pick (#37-Jeff Bregel),• Matt Cavanaugh,trade with Eagles
3,1986-04-29,49ers,• 1986 second round pick (#29-Gary James)  • 1986 third round pick (#56-Tom Rathman),• 1986 first round pick (#20-Will Wolford)  • 1987 tenth round pick (#273-Jim Ellis),trade with Bills
4,1986-04-29,49ers,• 1986 second round pick (#39-Larry Roberts (b. 1963-06-02))  • 1986 third round pick (#71-Hugh Millen),• 1986 second round pick (#29-Gary James),trade with Lions
5,1986-04-29,49ers,• rights to Jeff Kemp  • 1986 fourth round pick (#96-Charles Haley)  • 1986 fourth round pick (#101-Steve Wallace),• 1986 third round pick (#71-Hugh Millen),trade with Rams
6,1986-04-29,49ers,• Larry Roberts (b. 1963-06-02),,1986 NFL draft second round pick (#39 overall)
7,1986-04-29,49ers,• John Taylor (Gregory),,1986 NFL draft third round pick (#76 overall)
8,1986-04-29,49ers,• Tim McKyer,,1986 NFL draft third round pick (#64 overall)
9,1986-04-29,49ers,• Tom Rathman,,1986 NFL draft third round pick (#56 overall)
10,1986-04-29,49ers,• Charles Haley,,1986 NFL draft fourth round pick (#96 overall)
11,1986-04-29,49ers,• Kevin Fagan,,1986 NFL draft fourth round pick (#102 overall)
12,1986-04-29,49ers,• Steve Wallace,,1986 NFL draft fourth round pick (#101 overall)
13,1986-04-29,49ers,• Pat Miller,,1986 NFL draft fifth round pick (#131 overall)
14,1986-04-29,49ers,• Don Griffin,,1986 NFL draft sixth round pick (#162 overall)
15,1986-04-29,49ers,• Jim Popp,,1986 NFL draft eighth round pick (#203 overall)
16,1986-04-29,49ers,• Tony Cherry,,1986 NFL draft ninth round pick (#240 overall)
17,1986-04-29,49ers,• Elliston Stinson / Ellison Stinson,,1986 NFL draft tenth round pick (#267 overall)
18,1986-04-29,49ers,• Harold Hallman,,1986 NFL draft tenth round pick (#270 overall)
19,1986-05-14,49ers,• William Paris / Bubba Paris,,re-signed
20,1986-05-16,49ers,• Ray Wersching,,re-signed free agent
21,1986-05-19,49ers,• Derek Bunch,,signed free agent
22,1986-05-19,49ers,• Glen Ashley,,signed free agent
23,1986-05-19,49ers,• Jim Dennis,,signed free agent
24,1986-05-19,49ers,• Thai Ivery / Phai Ivory,,signed free agent
25,1986-05-21,49ers,,• David Groman,waived
1,1986-05-21,49ers,,• Fred Olige,waived
2,1986-05-21,49ers,,• John Cummins,waived
3,1986-05-21,49ers,,• John Higgins,waived
4,1986-05-21,49ers,,• Roosevelt Snipes,waived
5,1986-05-21,49ers,• Tom Hallock,,signed
6,1986-05-27,49ers,• Charles Haley,,signed fourth round pick
7,1986-07-17,49ers,• Tom Rathman,,signed third round pick
8,1986-07-20,49ers,• Kevin Fagan,,signed fourth round pick
9,1986-07-20,49ers,• Steve Wallace,,signed fourth round pick
10,1986-07-21,49ers,• Don Griffin,,signed sixth round pick
11,1986-07-21,49ers,• Tim McKyer,,signed third round pick
12,1986-07-22,49ers,,• Kevin Fagan,placed on non-football injury list with knee injury (out for season)
13,1986-07-25,49ers,,• Fred Dean (Rudolph),waived
14,1986-07-30,49ers,,• Jesse Sapolu,placed on IR
15,1986-07-30,49ers,,• Jimmy Rogers,placed on IR
16,1986-07-30,49ers,• Roger Craig,,re-signed
17,1986-08-05,49ers,• Larry Roberts (b. 1963-06-02),,signed second round pick
18,1986-08-05,49ers,• Riki Ellison / Riki Gray,,re-signed free agent
19,1986-08-12,49ers,• Michael Carter (D'Andrea),,re-signed to a renegotiated contract
20,1986-08-13,49ers,,• Kevin Bowman,released
21,1986-08-16,49ers,,• Doug Allen (a),released
22,1986-08-17,49ers,,• Bob Tabachino,cut
23,1986-08-17,49ers,,• Booker Reese,cut
24,1986-08-17,49ers,,• Elton Veals,cut
25,1986-08-17,49ers,,• John Faylor,cut
1,1986-08-17,49ers,,• Tony Brown,cut
2,1986-08-17,49ers,,• Tony Woodruff,cut
3,1986-08-17,49ers,• Keith Fahnhorst,,signed to a 3-year contract
4,1986-08-19,49ers,,• Clyde Glover,released
5,1986-08-19,49ers,• Joe Cribbs,• 1987 third round pick (#78-Jamie Mueller)  • 1988 fifth round pick (#135-Kirk Roach),trade with Bills
6,1986-08-22,49ers,,• Bill Ring,placed on IR
7,1986-08-25,49ers,,• David Wood,placed on IR
8,1986-08-25,49ers,,• Michael Durrette / Mike Durrette,placed on IR
9,1986-08-25,49ers,,• Richard Dixon / Rich Dixon,placed on IR
10,1986-08-25,49ers,• Tom Holmoe,,signed
11,1986-08-26,49ers,,• Carl Keever,waived
12,1986-08-26,49ers,,• Dana McLemore,waived
13,1986-08-26,49ers,,• Derrick Crawford / Derek Crawford?,placed on IR
14,1986-08-26,49ers,,• Derrick Martin (a),waived
15,1986-08-26,49ers,,• Eric Mullins (a),waived
16,1986-08-26,49ers,,• Jim Stuckey,placed on IR
17,1986-08-26,49ers,,• John Taylor (Gregory),placed on IR
18,1986-08-26,49ers,,• Kevin Reach,waived
19,1986-08-26,49ers,,• Pat Miller,waived
20,1986-09-01,49ers,,• Doug Rogers,waived
21,1986-09-01,49ers,,• Ernest Evans,waived off IR
22,1986-09-01,49ers,,• Mike Moroski,waived
23,1986-09-01,49ers,,• Ron Ferrari,waived
24,1986-09-01,49ers,,• Ron Heller (Jeffrey),placed on IR
25,1986-09-01,49ers,,• Wendell Tyler,placed on IR
1,1986-09-11,49ers,,• Jeff Fuller (a),placed on IR
2,1986-09-11,49ers,,• Joe Montana,lower back spasms & strained left knee (out)
3,1986-09-11,49ers,• Mike Moroski,,signed
4,1986-09-15,49ers,,• Joe Montana,placed on IR with lower back spasms & strained left knee
5,1986-10-03,49ers,,• Manu Tuiasosopo,waived
6,1986-10-03,49ers,• Eric Wright,,activated from IR
7,1986-10-03,49ers,• Eric Wright,,activated
8,1986-10-07,49ers,,• Dennis Harrison,waived
9,1986-10-07,49ers,,• William Paris / Bubba Paris,surgery on right knee to repair torn MCL (out indefinitely))
10,1986-10-07,49ers,• Manu Tuiasosopo,,signed free agent
11,1986-10-10,49ers,,• Carl Monroe,placed on IR with groin injury
12,1986-10-10,49ers,,• Tony Cherry,waived
13,1986-10-10,49ers,,• Wendell Tyler,waived
14,1986-10-10,49ers,• Michael Durrette / Mike Durrette,,activated
15,1986-10-10,49ers,• Wendell Tyler,,signed free agent
16,1986-10-20,49ers,• Bob Gagliano,,signed free agent to a future contract
17,1986-10-29,49ers,,• Ronnie Lott,cracked tibia (out)
18,1986-10-29,49ers,• Bob Gagliano,,signed free agent
19,1986-10-29,49ers,• Clyde Glover,,signed free agent to a future contract for 1987
20,1986-11-05,49ers,• Michael Walter / Mike Walter?,,re-signed
21,1986-11-06,49ers,,• Bill Ring,waived
22,1986-11-06,49ers,• Joe Montana,,activated from IR
23,1986-11-07,49ers,,• Bob Gagliano,waived
24,1986-11-07,49ers,• Bill Ring,,activated from IR
25,1986-11-07,49ers,• Bill Ring,,recalled off waivers
1,1986-11-10,49ers,,• Bob Gagliano,released
2,1986-11-13,49ers,• Bob Gagliano,,signed free agent to a future contract for 1987
3,1986-11-21,49ers,,• Mike Wilson (Ruben),placed on IR with neck injury (out for season)
4,1986-11-21,49ers,• Ken Margerum,,signed free agent
5,1986-11-22,49ers,,• Dana McLemore,waived
6,1986-11-22,49ers,• Jeff Fuller (a),,activated from IR
7,1986-11-24,49ers,,• Derrick Harmon,placed on IR with broken ankle
8,1986-11-24,49ers,• Wendell Tyler,,re-signed
9,1987-02-02,49ers,,• Wymon Henderson,team declined contract option
10,1987-02-02,49ers,,• Jeff Stover,player became a free agent
11,1987-02-02,49ers,• Jeff Stover,,team tendered qualifying offer
12,1987-02-12,49ers,• Bill McPherson,,hired as linebackers coach
13,1987-02-12,49ers,• Fred von Appen,,hired as defensive line coach
14,1987-02-12,49ers,• Lynn Stiles,,hired as special teams coach
